word,prefixes,stem,suffixes,frequency,stability,n_variants
خَلَقَكُمْ,,خلق,كم,16,1.0,1
أَوَّلَ,,أول,,16,1.0,1
يَوْمَاً,,يوم,ا,16,1.0,1
يُحْيِي,ي,حيي,,16,1.0,1
الْمَوْتَى,ال,موتى,,16,1.0,1
سَمِعْنَا,,سمع,نا,16,1.0,1
أَحَدٍ,,أحد,,16,1.0,1
فِيهِمْ,في,هم,,16,1.0,1
إِلَهَاً,,إله,ا,16,1.0,1
كَسَبَتْ,,كسب,ت,16,1.0,1
أَحْسَنُ,,أحسن,(null),16,1.0,1
الْحَرَامِ,ال,حرام,,16,1.0,1
أَوِ,,أو,,16,1.0,1
جُنَاحَ,,جناح,,16,1.0,1
الْأَلْبَابِ,ال,ألباب,,16,1.0,1
أَكْبَرُ,,أكبر,(null),16,1.0,1
ذَا,,ذا,,16,1.0,1
الْعَظِيمُ,ال,عظيم,,16,1.0,1
أَجَلٍ,,أجل,(null),16,1.0,1
فَقُلْ,,ف+قل,,16,0.812,2
فَكَيْفَ,ف,كيف,,16,1.0,1
تُتْلَى,ت,تلى,,16,1.0,1
حَكِيمَاً,,حكيم,ا,16,1.0,1
الْفَوْزُ,ال,فوز,,16,1.0,1
يَوْمُ,,يوم,(null),16,1.0,1
أَهْلَكْنَا,,أهلك,نا,16,1.0,1
تَدْعُونَ,ت,دع,و|ن,16,1.0,1
الْمَلَأُ,ال,ملأ,,16,1.0,1
وَكُنَّا,و,كن,نا,16,0.938,2
رَيْبَ,,ريب,(null),15,1.0,1
رِزْقَاً,,رزق,ا,15,1.0,1
وَنَحْنُ,و,نحن,,15,1.0,1
حِينٍ,,حين,,15,1.0,1
نَفْسٌ,,نفس,,15,1.0,1
كُلُوا,,كل,وا,15,1.0,1
إِنَّهَا,,إن,ها,15,1.0,1
فَإِنَّهُ,ف,إن,ه,15,0.867,3
وَهُدَىً,و,هدى,,15,1.0,1
لِلْمُؤْمِنِينَ,ل|ال,مؤمن,ين,15,1.0,1
تَقُولُوا,ت,قول,وا,15,1.0,1
أَظْلَمُ,,أظلم,,15,1.0,1
اتَّخَذَ,,اتخذ,,15,1.0,1
وَبِئْسَ,و,بئس,,15,1.0,1
شَدِيدُ,,شديد,(null),15,1.0,1
فَمَنِ,ف,من,,15,1.0,1
الْعِقَابِ,ال,عقاب,,15,1.0,1
قَبْلِهِ,,قبل,ه,15,1.0,1
كَسَبُوا,,كسب,وا,15,1.0,1
الْحَيَاةُ,ال,حيا,ة|(null),15,1.0,1
اتَّقَوْا,,اتق,وا,15,1.0,1
مَثَلُ,,مثل,,15,1.0,1
وَالْآخِرَةِ,و|ال,آخر,ة,15,1.0,1
أَنَّى,,أنى,,15,1.0,1
أَنْفُسِكُمْ,,أنفس,كم,15,1.0,1
يَسْتَطِيعُونَ,ي,ستطيع,ون,15,0.933,2
يُظْلَمُونَ,ي,ظلم,ون,15,1.0,1
بَشَرٌ,,بشر,,15,1.0,1
أَنِّي,,أن,ي,15,1.0,1
إِلَهٍ,,إله,,15,1.0,1
لِمَ,,لم,,15,1.0,1
وَهَذَا,و,هذا,,15,1.0,1
كِتَابٍ,,كتاب,(null),15,1.0,1
وَقِيلَ,و,قيل,,15,1.0,1
مَلَكَتْ,,ملك,ت,15,1.0,1
بَصِيرَاً,,بصير,ا,15,1.0,1
الرَّسُولِ,ال,رسول,,15,1.0,1
الْمُنَافِقِينَ,ال,منافق,ين,15,1.0,1
عَلَيَّ,,علي,,15,1.0,1
كُنْتُ,,كن,ت,15,1.0,1
أُخْرَى,,أخرى,,15,1.0,1
جَزَاءً,,جزاء,,15,1.0,1
الْمُبِينُ,ال,مبين,(null),15,1.0,1
كَذِبَاً,,كذب,ا,15,1.0,1
أَكْثَرَهُمْ,,أكثر,هم,15,1.0,1
الْجِنِّ,ال,جن,(null),15,1.0,1
أَحْسَنَ,,أحسن,(null),15,1.0,1
كَافِرُونَ,,كافر,ون,15,1.0,1
رَبَّكُمْ,,رب,كم,15,1.0,1
وَالَّذِي,و,الذي,,15,1.0,1
أَفَمَنْ,أ,ف+من,,15,1.0,1
قَبْلَهُمْ,,قبل,هم,15,1.0,1
السَّمَاءُ,ال,سماء,,15,1.0,1
الْمَوْتِ,ال,موت,(null),14,1.0,1
بِهَذَا,ب,هذا,,14,1.0,1
قُلْنَا,,قل,نا,14,1.0,1
خَوْفٌ,,خوف,(null),14,1.0,1
نَفْسَاً,,نفس,ا,14,1.0,1
يَكْسِبُونَ,ي,كسب,ون,14,0.929,2
مُعْرِضُونَ,,معرض,ون,14,1.0,1
جَزَاءُ,,جزاء,,14,1.0,1
قَدَّمَتْ,,قدم,ت,14,1.0,1
بَيِّنَاتٍ,,بين,ات,14,1.0,1
خَيْرٍ,,خير,(null),14,1.0,1
يَأْتِيَ,ي,أتي,,14,1.0,1
سُبْحَانَهُ,,سبحان,ه,14,1.0,1
حَقَّ,,حق,,14,1.0,1
عَذَابِ,,عذاب,,14,1.0,1
أُمَّةً,,أم,ة,14,1.0,1
مُسْلِمُونَ,,مسلم,ون,14,1.0,1
أُوتِيَ,,أوتي,,14,1.0,1
الْبَحْرِ,ال,بحر,,14,1.0,1
بِأَنَّ,,ب+أن,,14,1.0,1
أَنَّكُمْ,,أن,كم,14,1.0,1
تَكُونَ,ت,كون,,14,1.0,1
الْحِسَابِ,ال,حساب,,14,1.0,1
أَزْوَاجَاً,,أزواج,ا,14,1.0,1
النِّسَاءِ,ال,نساء,,14,1.0,1
بَعْضَ,,بعض,(null),14,1.0,1
اتَّقُوا,,اتق,وا,14,1.0,1
بِالْقِسْطِ,ب|ال,قسط,,14,1.0,1
أَلِيمٍ,,أليم,(null),14,1.0,1
وَإِنِّي,و,إن,ي,14,0.714,3
افْتَرَى,,افترى,,14,1.0,1
وَأَطِيعُوا,و,أطيع,وا,14,0.786,3
بَلِ,,بل,,14,1.0,1
الصُّدُورِ,ال,صدور,,14,1.0,1
أَلِيمَاً,,أليم,ا,14,1.0,1
شَكٍّ,,شك,(null),14,1.0,1
أَوْحَيْنَا,,أوحي,نا,14,1.0,1
وَرَسُولُهُ,و,رسول,ه,14,1.0,1
وَأَنْتَ,و,أنت,,14,1.0,1
يَسْتَهْزِئُونَ,ي,ستهزئ,ون,14,1.0,1
أَرَأَيْتُمْ,أ,رأي,تم,14,0.643,2
يُوحَى,ي,وحى,,14,1.0,1
أَنْزَلْنَاهُ,,أنزل,نا|ه,14,1.0,1
يُوسُفَ,,يوسف,,14,1.0,1
الْأُولَى,ال,أولى,,14,1.0,1
كَذَّبَتْ,,كذب,ت,14,1.0,1
وَيْلٌ,,ويل,,14,1.0,1
كَمَثَلِ,ك,مثل,,13,1.0,1
كُلَّمَا,,كل,ما,13,0.923,2
آدَمَ,,آدم,,13,1.0,1
يَحْزَنُونَ,ي,حزن,ون,13,0.923,2
لِقَوْمِهِ,ل,قوم,ه,13,0.923,2
يَظْلِمُونَ,ي,ظلم,ون,13,0.923,2
ادْخُلُوا,,ا+دخل,وا,13,1.0,1
وَاذْكُرُوا,و,ا+ذكر,وا,13,1.0,1
فَلَوْلَا,ف,لولا,,13,1.0,1
الْخَاسِرِينَ,ال,خاسر,ين,13,1.0,1
يَفْعَلُونَ,ي,فعل,ون,13,0.923,2
وَلَدَاً,,ولد,ا,13,1.0,1
الدِّينَ,ال,دين,,13,1.0,1
خَلَتْ,,خل,ت,13,1.0,1
الرَّسُولُ,ال,رسول,,13,1.0,1
وَالنَّهَارِ,و|ال,نهار,,13,1.0,1
كُتِبَ,,كتب,(null),13,0.769,2
لَهُنَّ,ل,هن,,13,1.0,1
إِنِ,,إن,,13,1.0,1
تَتَّخِذُوا,ت,تخذ,وا,13,1.0,1
آيَاتُ,,آي,ات,13,1.0,1
فَانْظُرْ,ف,ا+نظر,,13,1.0,1
أُولُو,,أول,و,13,1.0,1
النَّهَارِ,ال,نهار,,13,1.0,1
وَاذْكُرْ,و,ا+ذكر,,13,1.0,1
فَوْقَ,,فوق,,13,1.0,1
يَاأَهْلَ,يا,أهل,(null),13,1.0,1
بَيْنَنَا,,بين,نا,13,1.0,1
أَحَدٌ,,أحد,,13,1.0,1
الْكَذِبَ,ال,كذب,,13,1.0,1
حَقٌّ,,حق,,13,1.0,1
الْأَمْرِ,ال,أمر,,13,1.0,1
وَذَلِكَ,و,ذلك,,13,1.0,1
السَّيِّئَاتِ,ال,سيئ,ات,13,1.0,1
مُبِينَاً,,مبين,ا,13,1.0,1
وَلِيَّاً,,ولي,ا,13,1.0,1
أَمْرُ,,أمر,(null),13,1.0,1
يُرِيدُونَ,ي,ريد,ون,13,0.923,2
يَفْقَهُونَ,ي,فقه,ون,13,0.769,3
وَكِيلَاً,,وكيل,ا,13,1.0,1
الْحُسْنَى,ال,حسنى,,13,1.0,1
وَرَحْمَةً,و,رحم,ة,13,1.0,1
وَجَدْنَا,,وجد,نا,13,1.0,1
السَّمَاءَ,ال,سماء,,13,1.0,1
آلِهَةً,,آله,ة,13,1.0,1
أَلَيْسَ,أ,ليس,,13,1.0,1
السَّاعَةُ,ال,ساع,ة|(null),13,1.0,1
بَغْتَةً,,بغت,ة,13,1.0,1
وَإِمَّا,و,إما,,13,0.538,2
وَالْقَمَرَ,و|ال,قمر,,13,1.0,1
رَحْمَتِهِ,,رحم,ت|ه,13,1.0,1
الْمَدِينَةِ,ال,مدين,ة|(null),13,1.0,1
صَبَرُوا,,صبر,وا,13,1.0,1
الْمُجْرِمُونَ,ال,مجرم,ون,13,1.0,1
وَأَنَّهُ,و,أن,ه,13,0.769,2
يَكُونُوا,ي,كون,وا,13,1.0,1
عَذَابٍ,,عذاب,,13,1.0,1
لُوطٍ,,لوط,,13,1.0,1
سُبْحَانَ,,سبحان,,13,1.0,1
الْقُرْآنِ,ال,قرآن,,13,1.0,1
أَدْرَاكَ,,أدرا,ك,13,1.0,1
بِالْغَيْبِ,ب|ال,غيب,,12,1.0,1
الْمُفْلِحُونَ,ال,مفلح,ون,12,1.0,1
مَرَضٌ,,مرض,(null),12,1.0,1
بَعْضُكُمْ,,بعض,كم,12,1.0,1
وَأَنْزَلْنَا,و,أنزل,نا,12,0.917,2
يَكْفُرُونَ,ي,كفر,ون,12,0.917,2
أَخَذْنَا,,أخذ,نا,12,1.0,1
يُؤْمِنُوا,ي,ؤمن,وا,12,1.0,1
فَرِيقٌ,,فريق,(null),12,1.0,1
الْقُرْبَى,ال,قربى,,12,1.0,1
عِيسَى,,عيسا,,12,1.0,1
مَعَهُمْ,,مع,هم,12,1.0,1
أَشْرَكُوا,,أشرك,وا,12,1.0,1
آيَةٍ,,آي,ة|(null),12,1.0,1
بِأَمْرِهِ,ب,أمر,ه,12,0.833,2
أَرْسَلْنَاكَ,,أرسل,نا|ك,12,1.0,1
أَهْوَاءَهُمْ,,أهواء,هم,12,1.0,1
الْعِلْمِ,ال,علم,,12,1.0,1
أَمِ,,أم,,12,1.0,1
الْمَسْجِدِ,ال,مسجد,,12,1.0,1
وَاحِدٌ,,واحد,(null),12,1.0,1
دَابَّةٍ,,داب,ة,12,1.0,1
نَزَّلَ,,نزل,,12,1.0,1
بَعِيدٍ,,بعيد,(null),12,1.0,1
تَرَكَ,,ترك,,12,1.0,1
يُبَيِّنُ,ي,بين,,12,1.0,1
الْأَمْرُ,ال,أمر,,12,1.0,1
كَمْ,,كم,,12,1.0,1
الظُّلُمَاتِ,ال,ظلم,ات,12,1.0,1
شَدِيدٌ,,شديد,(null),12,1.0,1
بِعَذَابٍ,ب,عذاب,,12,1.0,1
النَّهَارَ,ال,نهار,,12,1.0,1
ابْنُ,,ابن,,12,1.0,1
وَلَدٌ,,ولد,,12,1.0,1
بِآيَةٍ,ب,آي,ة,12,1.0,1
طَائِفَةٌ,,طائف,ة,12,1.0,1
لِلْعَالَمِينَ,ل|ل,عالم+ين+None,,12,1.0,1
بِذَاتِ,ب,ذات,,12,1.0,1
كِتَابَاً,,كتاب,ا,12,1.0,1
رَبُّهُمْ,,رب,هم,12,1.0,1
خَبِيرَاً,,خبير,ا,12,1.0,1
فَلَمْ,ف,لم,,12,1.0,1
نَصِيرَاً,,نصير,ا,12,1.0,1
يَسْتَوِي,ي,ستوي,,12,1.0,1
تَابَ,,تاب,,12,1.0,1
وَتَرَى,W|ت,رى,,12,1.0,1
الْبَرِّ,ال,بر,(null),12,1.0,1
حِينَ,,حين,,12,1.0,1
فَيَقُولُ,ف|ي,قول,,12,1.0,1
سِحْرٌ,,سحر,,12,1.0,1
رَأَى,,رأى,(null),12,1.0,1
تُوعَدُونَ,ت,وعد,ون,12,0.833,3
قَوْمِ,,قوم,(null),12,1.0,1
كَرِيمٌ,,كريم,,12,1.0,1
آيَاتُنَا,,آي,ات|نا,12,1.0,1
قُوَّةً,,قو,ة|(null),12,1.0,1
وَالنَّهَارَ,و|ال,نهار,,12,1.0,1
الْقَوْلُ,ال,قول,,12,1.0,1
أَفَلَمْ,أ|ف,لم,,12,1.0,1
السَّاعَةَ,ال,ساع,ة|(null),12,1.0,1
الْيَمِينِ,ال,يمين,,12,1.0,1
لِلْمُكَذِّبِينَ,ل|ال,مكذب,ين,12,1.0,1
وَمِمَّا,و|من,ما,,11,0.909,2
يُوقِنُونَ,ي,وقن,ون,11,1.0,1
يُبْصِرُونَ,ي,بصر,ون,11,0.909,2
وَأَنْزَلَ,و,أنزل,,11,1.0,1
الثَّمَرَاتِ,ال,ثمر,ات,11,1.0,1
النَّارَ,ال,نار,,11,1.0,1
وَبَشِّرِ,و,بشر,,11,1.0,1
الْفَاسِقِينَ,ال,فاسق,ين,11,1.0,1
الْخَاسِرُونَ,ال,خاسر,ون,11,1.0,1
تَكْفُرُونَ,ت,كفر,ون,11,0.909,2
يَابَنِي,يا,بن,ي,11,1.0,1
مُصَدِّقَاً,,مصدق,ا,11,1.0,1
وَأَقِيمُوا,و,أقيم,وا,11,0.727,3
وَآتُوا,و,آت,وا,11,0.909,2
يُنْصَرُونَ,ي,نصر,ون,11,0.818,3
آلَ,,آل,,11,1.0,1
سُجَّدَاً,,سجد,ا,11,1.0,1
بِالَّذِي,ب,الذي,,11,1.0,1
وَعَمِلَ,و,عمل,(null),11,1.0,1
فَضْلُ,,فضل,,11,1.0,1
هُزُوَاً,,هزو,ا,11,1.0,1
بِبَعْضٍ,ب,بعض,,11,1.0,1
الْحَيَاةَ,ال,حيا,ة|(null),11,1.0,1
وَرُسُلِهِ,و,رسل,ه,11,0.909,2
كَأَنَّهُمْ,,كأن,هم,11,1.0,1
فِتْنَةٌ,,فتن,ة|(null),11,1.0,1
وَلِيٍّ,,ولي,,11,1.0,1
جَاءَكَ,,جاء,ك,11,1.0,1
إِبْرَاهِيمُ,,إبراهيم,,11,1.0,1
الْمَوْتُ,ال,موت,(null),11,1.0,1
فِيكُمْ,في,كم,,11,1.0,1
وَرَحْمَةٌ,و,رحم,ة,11,1.0,1
مَوْتِهَا,,موت,ها,11,1.0,1
شَيْءٌ,,شيء,,11,1.0,1
بِي,B,ى,,11,1.0,1
تُفْلِحُونَ,ت,فلح,ون,11,0.909,2
يَرْجُونَ,ي,رج,ون,11,0.818,3
عَلَيْهِنَّ,علي,هن,,11,1.0,1
وَتِلْكَ,و,تلك,,11,1.0,1
فَمِنْهُمْ,ف|من,هم,,11,1.0,1
لِلظَّالِمِينَ,ل|ال,ظالم,ين,11,1.0,1
شَهِيدٌ,,شهيد,,11,1.0,1
عَنَّا,عن,نا,,11,1.0,1
جَاءَهُمُ,,جاء,هم,11,1.0,1
الْبَلَاغُ,ال,بلاغ,,11,1.0,1
يَخْلُقُ,ي,خلق,,11,1.0,1
تَأْكُلُونَ,ت,أكل,ون,11,1.0,1
وَأَطِيعُونِ,و,أطيع+و+ن+None,,11,1.0,1
مَرْجِعُكُمْ,,مرجع,كم,11,1.0,1
شَدِيدَاً,,شديد,ا,11,1.0,1
عِلْمٌ,,علم,,11,1.0,1
فَذُوقُوا,ف,ذوق,وا,11,0.818,3
سُلْطَانَاً,,سلطان,ا,11,1.0,1
الْآخِرَةَ,ال,آخر,ة|(null),11,1.0,1
أَجْرٌ,,أجر,(null),11,1.0,1
تَجِدَ,ت,جد,,11,1.0,1
يَقُولُوا,ي,قول,وا,11,1.0,1
أُولِي,,أول,ي,11,1.0,1
مَعَكَ,,مع,ك,11,1.0,1
الْأَنْعَامِ,ال,أنعام,,11,1.0,1
دَاوُودَ,,داوود,,11,1.0,1
جَاءَتْهُمْ,,جاء,ت|هم,11,1.0,1
سَبِيلِهِ,,سبيل,ه,11,1.0,1
وَيَقُولُ,و|ي,قول,,11,1.0,1
جَنَّاتِ,,جن,ات|(null),11,1.0,1
سَاءَ,,ساء,,11,1.0,1
تَكُونُ,ت,كون,,11,1.0,1
بَيْنِي,,بين,ي,11,1.0,1
وَإِنَّهُمْ,و,إن,هم,11,0.909,2
الشَّمْسَ,ال,شمس,(null),11,1.0,1
أَسْأَلُكُمْ,أ,سأل,كم,11,1.0,1
فَأَنَّى,ف,أنى,,11,1.0,1
الْمُسْلِمِينَ,ال,مسلم,ين,11,1.0,1
الْفُلْكِ,ال,فلك,,11,1.0,1
اسْتَكْبَرُوا,,استكبر,وا,11,1.0,1
رُسُلُهُمْ,,رسل,هم,11,1.0,1
مَعِيَ,,مع,ي,11,1.0,1
قَوْمُ,,قوم,(null),11,1.0,1
عَدْنٍ,,عدن,(null),11,1.0,1
أَمَّنْ,أ,من,,11,1.0,1
الْغَفُورُ,ال,غفور,,11,1.0,1
فَاصْبِرْ,ف,ا+صبر,,11,1.0,1
وَسَخَّرَ,و,سخر,,11,1.0,1
أَإِذَا,أ,إذا,,11,1.0,1
الرِّزْقَ,ال,رزق,,11,1.0,1
الْجِبَالُ,ال,جبال,,11,1.0,1
غَيْرِ,,غير,(null),10,1.0,1
رَزَقْنَاهُمْ,,رزق,نا|هم,10,1.0,1
آمِنُوا,,آمن,وا,10,1.0,1
سَبْعَ,,سبع,(null),10,1.0,1
مِنِّي,من,ي+None,,10,1.0,1
وَكَذَّبُوا,و,كذب,وا,10,0.9,2
ثَمَنَاً,,ثمن,ا,10,1.0,1
هَادُوا,,هاد,وا,10,1.0,1
فَرِيقَاً,,فريق,ا,10,1.0,1
ابْنَ,,ابن,,10,1.0,1
الْمَوْتَ,ال,موت,(null),10,1.0,1
عَدُوَّاً,,عدو,ا,10,1.0,1
آيَاتٍ,,آي,ات,10,1.0,1
وَاتَّبَعُوا,و,اتبع,وا,10,1.0,1
مِنْهُمَا,من,هما,,10,1.0,1
تَبَيَّنَ,,تبين,,10,1.0,1
فَلَهُ,ف|ل,ه,,10,1.0,1
يَحْكُمُ,ي,حكم,,10,1.0,1
يَخْتَلِفُونَ,ي,ختلف,ون,10,1.0,1
قَضَى,,قضى,,10,1.0,1
أَصْحَابِ,,أصحاب,(null),10,1.0,1
رَبُّهُ,,رب,ه,10,1.0,1
شُهَدَاءَ,,شهداء,,10,1.0,1
أُمَّةٌ,,أم,ة,10,1.0,1
حَنِيفَاً,,حنيف,ا,10,1.0,1
وَيَعْقُوبَ,و,يعقوب,,10,1.0,1
يَأْتِ,ي,أت,,10,1.0,1
الصَّابِرِينَ,ال,صابر,ين,10,1.0,1
تَابُوا,,تاب,وا,10,1.0,1
آبَاءَنَا,,آباء,نا,10,1.0,1
يَهْتَدُونَ,ي,هتد,ون,10,0.8,2
أَخِيهِ,,أخي,ه,10,1.0,1
ذِكْرَاً,,ذكر,ا,10,1.0,1
ابْتِغَاءَ,,ابتغاء,,10,1.0,1
وَالْمَلَائِكَةُ,و|ال,ملائك,ة,10,1.0,1
مُؤْمِنٌ,,مؤمن,,10,1.0,1
فَضْلٍ,,فضل,,10,1.0,1
الْمُلْكُ,ال,ملك,,10,1.0,1
بَعْضَهُمْ,,بعض,هم,10,1.0,1
وَهِيَ,و,هي,,10,1.0,1
وَيَعْلَمُ,و|ي,علم,,10,1.0,1
بِكَ,ب,ك,,10,1.0,1
الْكَاذِبِينَ,ال,كاذب,ين,10,1.0,1
فَإِنَّهُمْ,ف,إن,هم,10,0.9,2
مَغْفِرَةٌ,,مغفر,ة,10,1.0,1
ذَلِكُمُ,,ذلك+م,,10,1.0,1
فَالَّذِينَ,ف,الذين,,10,1.0,1
أَصْحَابَ,,أصحاب,(null),10,1.0,1
انْظُرْ,,ا+نظر,,10,0.9,2
رَسُولٍ,,رسول,,10,1.0,1
الشَّيْطَانَ,ال,شيطان,,10,1.0,1
وَعَدَ,,وعد,(null),10,1.0,1
الصَّلَاةِ,ال,صلا,ة,10,1.0,1
يَجِدُونَ,ي,جد,ون,10,0.9,2
رَسُولُ,,رسول,,10,1.0,1
فَإِنَّا,ف,إن,نا,10,1.0,1
الْمُفْسِدِينَ,ال,مفسد,ين,10,1.0,1
النَّعِيمِ,ال,نعيم,,10,1.0,1
ذِكْرِ,,ذكر,(null),10,1.0,1
مِمَّنِ,من,من,,10,1.0,1
الصُّورِ,ال,صور,,10,1.0,1
وَالشَّهَادَةِ,و|ال,شهاد,ة,10,1.0,1
مَرَّةٍ,,مر,ة|(null),10,1.0,1
اثْنَيْنِ,,اثن,ين,10,1.0,1
حَرَجٌ,,حرج,,10,1.0,1
لَهُمَا,ل,هما,,10,1.0,1
وَجَاءَ,و,جاء,(null),10,1.0,1
مُجْرِمِينَ,,مجرم,ين,10,1.0,1
يَتَفَكَّرُونَ,ي,تفكر,ون,10,1.0,1
السَّاعَةِ,ال,ساع,ة|(null),10,1.0,1
ذَاتِ,,ذات,,10,1.0,1
فِتْنَةً,,فتن,ة|(null),10,1.0,1
لَيَقُولُنَّ,,ل+ي+قول+ن+None,,10,1.0,1
مَكَانٍ,,مكان,,10,1.0,1
السَّمْعَ,ال,سمع,,10,1.0,1
يُغْنِي,ي,غني,,10,1.0,1
أَجْرٍ,,أجر,(null),10,1.0,1
لِنَفْسِهِ,ل,نفس,(null)|ه,10,1.0,1
عِبَادِنَا,,عباد,نا,10,1.0,1
يَمْلِكُونَ,ي,ملك,ون,10,0.9,2
آخَرَ,,آخر,,10,1.0,1
بِحَمْدِ,ب,حمد,,10,1.0,1
الْعِلْمَ,ال,علم,,10,1.0,1
يُوعَدُونَ,ي,وعد,ون,10,0.8,3
سَوَاءٌ,,سواء,,9,1.0,1
فَأْتُوا,ف,أت,وا,9,0.889,2
تَفْعَلُوا,ت,فعل,وا,9,1.0,1
يُضِلُّ,ي,ضل,,9,1.0,1
وَيَهْدِي,و|ي,هدي,,9,1.0,1
اسْتَوَى,,استوى,,9,1.0,1
لِلْمَلَائِكَةِ,ل|ال,ملائك,ة,9,1.0,1
سُبْحَانَكَ,,سبحان,ك,9,1.0,1
اذْكُرُوا,,ا+ذكر,وا,9,1.0,1
بِالْبَاطِلِ,ب|ال,باطل,,9,1.0,1
آلِ,,آل,,9,1.0,1
قُلْتُمْ,,قل,تم,9,1.0,1
عَلِمَ,,علم,,9,1.0,1
أَدْنَى,,أدنى,,9,1.0,1
النَّبِيِّينَ,ال,نبي,ين,9,1.0,1
كُونُوا,,كون,وا,9,1.0,1
أَكُونَ,أ,كون,,9,1.0,1
بِغَافِلٍ,ب,غافل,,9,1.0,1
فَوَيْلٌ,ف,ويل,,9,1.0,1
دِيَارِهِمْ,,ديار,هم,9,1.0,1
الْفَاسِقُونَ,ال,فاسق,ون,9,1.0,1
نَصِيرٍ,,نصير,,9,1.0,1
فَيَكُونُ,ف|ي,كون,,9,1.0,1
آيَةٌ,,آي,ة|(null),9,1.0,1
وَالْحِكْمَةَ,و|ال,حكم,ة,9,1.0,1
وَإِسْحَاقَ,و,إسحاق,,9,1.0,1
تَكُونَنَّ,ت,كون+ن,,9,1.0,1
وَلَعَلَّكُمْ,و,لعل,كم,9,1.0,1
عَادٍ,,عاد,,9,1.0,1
اخْتَلَفُوا,,اختلف,وا,9,1.0,1
يَسْأَلُونَكَ,ي,سأل+ون+ك+None+None,,9,1.0,1
فِيهِنَّ,في,هن,,9,1.0,1
جُنَاحٌ,,جناح,,9,1.0,1
فَضْلَاً,,فضل,ا,9,1.0,1
أَشَدَّ,,أشد,(null),9,1.0,1
سَرِيعُ,,سريع,,9,1.0,1
تَوَلَّى,,تولى,,9,1.0,1
بَيِّنَةٍ,,بين,ة,9,1.0,1
زُيِّنَ,,زين,,9,1.0,1
بِإِذْنِهِ,ب,إذن,(null)|ه,9,1.0,1
مَتَى,,متى,,9,1.0,1
أَهْلِهِ,,أهل,(null)|ه,9,1.0,1
أَعْمَالُهُمْ,,أعمال,هم,9,1.0,1
النِّسَاءَ,ال,نساء,,9,1.0,1
حَلِيمٌ,,حليم,,9,1.0,1
أَحَقُّ,,أحق,,9,1.0,1
بَعْدُ,,بعد,,9,1.0,1
أَقْرَبُ,,أقرب,,9,1.0,1
يَشْكُرُونَ,ي,شكر,ون,9,0.889,2
هَارُونَ,,هارون,,9,1.0,1
يَوْمٌ,,يوم,(null),9,1.0,1
وَيُمِيتُ,و|ي,ميت,,9,1.0,1
أَمْوَالَهُمْ,,أموال,هم,9,1.0,1
بَعْضَاً,,بعض,ا,9,1.0,1
لِأُولِي,ل,أول,ي,9,1.0,1
تَشَاءُ,ت,شاء,,9,1.0,1
هُنَالِكَ,,هنالك,,9,1.0,1
الْحَكِيمِ,ال,حكيم,,9,1.0,1
تُؤْمِنُوا,ت,ؤمن,وا,9,1.0,1
الْمَلَائِكَةَ,ال,ملائك,ة,9,1.0,1
أَخَذَ,,أخذ,(null),9,1.0,1
قُلُوبِكُمْ,,قلوب,كم,9,1.0,1
كَالَّذِينَ,ك,الذين,,9,1.0,1
فَلْيَتَوَكَّلِ,ف,ل+ي+توكل,,9,1.0,1
قُلُوبِ,,قلوب,(null),9,1.0,1
أَنْفُسُهُمْ,,أنفس,هم,9,1.0,1
كَمَنْ,ك,من,,9,1.0,1
نَفْعَاً,,نفع,ا,9,1.0,1
كَأَنْ,,كأن,,9,1.0,1
يُضْلِلِ,ي,ضلل,,9,1.0,1
وَكُلَّاً,و,كل,ا,9,1.0,1
الْقَوْلِ,ال,قول,,9,1.0,1
رَسُولِهِ,,رسول,ه,9,1.0,1
ضَلُّوا,,ضل,وا,9,1.0,1
نُورَاً,,نور,ا,9,1.0,1
اسْمَ,,اسم,,9,1.0,1
وَرَبُّكَ,و,رب,ك,9,0.889,2
نَفْسِي,,نفس,ي,9,1.0,1
وَبَيْنَ,و,بين,,9,1.0,1
وَآتَيْنَاهُ,و,آتي+نا+ه+None,,9,1.0,1
فَأَصْبَحُوا,ف,أصبح,وا,9,0.889,2
مَكَانَاً,,مكان,ا,9,1.0,1
دَخَلُوا,,دخل,وا,9,1.0,1
ضَرَّاً,,ضر,ا,9,1.0,1
فَإِنَّكَ,ف,إن,ك,9,0.889,2
بِرَبِّهِمْ,ب,رب,هم,9,1.0,1
بَلَغَ,,بلغ,,9,1.0,1
بَرِيءٌ,,بريء,,9,1.0,1
يُفْلِحُ,ي,فلح,,9,1.0,1
أَيْنَ,,أين,,9,1.0,1
أَسَاطِيرُ,,أساطير,,9,1.0,1
لَكَاذِبُونَ,,ل+كاذب,ون,9,1.0,1
عَذَابُ,,عذاب,,9,1.0,1
لِأَبِيهِ,ل,أب,يه,9,1.0,1
عِلْمَاً,,علم,ا,9,1.0,1
أُوحِيَ,,أوحي,,9,1.0,1
إِذِ,,إذ,,9,1.0,1
تُجْزَوْنَ,ت,جز,ون,9,1.0,1
آيَاتِي,,آي,ات|ي,9,1.0,1
وَكَمْ,و,كم,,9,1.0,1
ظَالِمِينَ,,ظالم,ين,9,1.0,1
بَيْنِ,,بين,,9,1.0,1
إِمَّا,,إما,,9,1.0,1
أَغْنَى,,أغنى,,9,1.0,1
يَخْرُجُ,ي,خرج,,9,1.0,1
غَيْرُهُ,,غير,ه,9,1.0,1
