Word,Without_Diacritics,Count,Root,Wazn,Status,Source_Of_Claim
يَوْمُ,يوم,32,يوم,فَعْل,open_class,wazn_alignment:فَعْل
يُحْيِي,يحيي,32,حيي,يُفْعِي,open_class,wazn_alignment:يُفْعِي
عَظِيمٌ,عظيم,31,عظم,فَعِيل,open_class,wazn_alignment:فَعِيل
نَفْسٍ,نفس,31,نفس,فَعْل,open_class,wazn_alignment:فَعْل
أَحْسَنَ,أحسن,30,حسن,أَفْعَل,open_class,wazn_alignment:أَفْعَل
أَكْثَرَهُمْ,أكثرهم,30,كثر,أَفْعَل,open_class,wazn_alignment:أَفْعَل
أَنْفُسِكُمْ,أنفسكم,30,نفس,أَفْعُل,open_class,wazn_alignment:أَفْعُل
اتَّقَوْا,اتقوا,30,إتق,فِعَّل,open_class,wazn_alignment:فِعَّل
الصَّابِرِينَ,الصابرين,30,صبر,فَاعِل,open_class,wazn_alignment:فَاعِل
الصَّلَاةِ,الصلاة,30,صلا,فَعَلَة,open_class,wazn_alignment:فَعَلَة
الْعِقَابِ,العقاب,30,عقب,فِعَال,open_class,wazn_alignment:فِعَال
الْكَاذِبِينَ,الكاذبين,30,كذب,فَاعِل,open_class,wazn_alignment:فَاعِل
الْمَوْتَ,الموت,30,لمو,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
الْمُفْسِدِينَ,المفسدين,30,فسد,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
بَصِيرَاً,بصيرا,30,بصر,فَعِيل,open_class,wazn_alignment:فَعِيل
رَزَقْنَاهُمْ,رزقناهم,30,رزق,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
رَيْبَ,ريب,30,ريب,فَعْل,open_class,wazn_alignment:فَعْل
رِزْقَاً,رزقا,30,رزق,فِعْل,open_class,wazn_alignment:فِعْل
شَدِيدُ,شديد,30,شدد,فَعِيل,open_class,wazn_alignment:فَعِيل
فِتْنَةً,فتنة,30,فتن,فِعْلَة,open_class,wazn_alignment:فِعْلَة
قَبْلَهُمْ,قبلهم,30,قبل,فَعْل,open_class,wazn_alignment:فَعْل
قَبْلِهِ,قبله,30,قبل,فَعْلِهِ,open_class,wazn_alignment:فَعْلِهِ
قُلِ,قل,30,قل,فُل,open_class,wazn_alignment:فُل
كَافِرُونَ,كافرون,30,كفر,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
كَذِبَاً,كذبا,30,كذب,فَعل,open_class,wazn_alignment:فَعل
كَسَبُوا,كسبوا,30,كسب,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
كُلُوا,كلوا,30,كلا,فُعُول,open_class,wazn_alignment:فُعُول
كُنْتُ,كنت,30,كنت,فُعْل,open_class,wazn_alignment:فُعْل
مَرَّةٍ,مرة,30,مرة,فَعَّل,open_class,wazn_alignment:فَعَّل
مَلَكَتْ,ملكت,30,ملك,فَعَلَتْ,open_class,wazn_alignment:فَعَلَتْ
يَتَفَكَّرُونَ,يتفكرون,30,فكر,يَتَفَعَّل,open_class,wazn_alignment:يَتَفَعَّل
يَخْتَلِفُونَ,يختلفون,30,خلف,افْتَعَل,open_class,wazn_alignment:يَفْتَعِل
ائْتُونِي,ائتوني,29,أئت,فُعْل,open_class,wazn_alignment:فُعْل
تُكَذِّبُونَ,تكذبون,29,كذب,تُفَعِّل,open_class,wazn_alignment:تُفَعِّل
عِلْمٍ,علم,29,علم,فِعْلٍ,open_class,wazn_alignment:فِعْلٍ
يَشْكُرُونَ,يشكرون,29,شكر,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
أَلِيمٍ,أليم,28,ليم,أَفعِل,open_class,wazn_alignment:أَفعِل
أَلِيمَاً,أليما,28,ليم,أَفعِل,open_class,wazn_alignment:أَفعِل
أَوْحَيْنَا,أوحينا,28,أحي,فَوْعَل,open_class,wazn_alignment:فَوْعَل
اتَّقُوا,اتقوا,28,أتق,فُعَّل,open_class,wazn_alignment:فُعَّل
الْأُولَى,الأولى,28,أولى,فُفَعل,open_class,wazn_alignment:فُفَعل
الْحِسَابِ,الحساب,28,حسب,فِعَال,open_class,wazn_alignment:فِعَال
بَعْضَ,بعض,28,بعض,فَعْل,open_class,wazn_alignment:فَعْل
بَيِّنَاتٍ,بينات,28,بين,فَعِّل,open_class,wazn_alignment:فَعِّل
تَكُونَ,تكون,28,تكن,فَعُول,open_class,wazn_alignment:فَعُول
تِلْكَ,تلك,28,تلك,فِعْل,open_class,wazn_alignment:فِعْل
خَوْفٌ,خوف,28,خوف,فَعْل,open_class,wazn_alignment:فَعْل
خَيْرٍ,خير,28,خير,فَعْل,open_class,wazn_alignment:فَعْل
سُبْحَانَهُ,سبحانه,28,سبح,فُعْلَان,open_class,wazn_alignment:فُعْلَان
شَكٍّ,شك,28,شكك,فَعٍّ,open_class,wazn_alignment:فَعٍّ
قَدَّمَتْ,قدمت,28,قدم,فَعَّل,open_class,wazn_alignment:فَعَّل
قُلْنَا,قلنا,28,قلن,فُعْل,open_class,wazn_alignment:فُعْل
كَذَّبَتْ,كذبت,28,كذب,فَعَّل,open_class,wazn_alignment:فَعَّل
مَرْيَمَ,مريم,28,ريم,مَفْعَل,open_class,wazn_alignment:مَفْعَل
مُسْلِمُونَ,مسلمون,28,سلم,مُفْعِلُون,open_class,wazn_alignment:مُفْعِلُون
مُعْرِضُونَ,معرضون,28,عرض,مُفْعِلُون,open_class,wazn_alignment:مُفْعِلُون
نَفْسَاً,نفسا,28,نفس,فَعْل,open_class,wazn_alignment:فَعْل
يَأْتِيَ,يأتي,28,أتي,يَفْعِي,open_class,wazn_alignment:يَفْعِي
يُوحَى,يوحى,28,يوحى,فُفَعل,open_class,wazn_alignment:فُفَعل
آيَاتِي,آياتي,27,ءوي,فَالَا,open_class,wazn_alignment:فَالَا
آيَةٌ,آية,27,اية,أَفَعَل,open_class,wazn_alignment:أَفَعَل
اذْكُرُوا,اذكروا,27,أذكر,فُعْلُل,open_class,wazn_alignment:فُعْلُل
الْفَاسِقُونَ,الفاسقون,27,فسق,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
بَصِيرٌ,بصير,27,بصر,فَعِيل,open_class,wazn_alignment:فَعِيل
تَفْعَلُوا,تفعلوا,27,فعل,تَفْعَل,open_class,wazn_alignment:تَفْعَل
تَكُونَنَّ,تكونن,27,تكن,فَعُول,open_class,wazn_alignment:فَعُول
تُؤْمِنُوا,تؤمنوا,27,ؤمن,تُفْعِل,open_class,wazn_alignment:تُفْعِل
تُجْزَوْنَ,تجزون,27,جزو,تُفْعَل,open_class,wazn_alignment:تُفْعَل
تُشْرِكُونَ,تشركون,27,شرك,تُفْعِل,open_class,wazn_alignment:تُفْعِل
ضَلَالٍ,ضلال,27,ضلال,فَفَعَل,open_class,wazn_alignment:فَفَعَل
هُدَىً,هدى,27,هدى,فُعل,open_class,wazn_alignment:فُعل
يُبْعَثُونَ,يبعثون,27,بعث,يُفْعَل,open_class,wazn_alignment:يُفْعَل
آمَنَ,آمن,26,امن,أَفَعَل,open_class,wazn_alignment:أَفَعَل
آيَاتُ,آيات,26,ءوي,فَالَا,open_class,wazn_alignment:فَالَا
أَدْرَاكَ,أدراك,26,درك,أَفْعَال,open_class,wazn_alignment:أَفْعَال
أَمْرُ,أمر,26,أمر,فَعْل,open_class,wazn_alignment:فَعْل
الدِّينَ,الدين,26,إلد,فِعَل,open_class,wazn_alignment:فِعَل
النَّهَارِ,النهار,26,نهار,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْأَمْرِ,الأمر,26,أمر,فَعْل,open_class,wazn_alignment:فَعْل
الْكَذِبَ,الكذب,26,كذب,فَعل,open_class,wazn_alignment:فَعل
بَغْتَةً,بغتة,26,بغت,فَعْلَة,open_class,wazn_alignment:فَعْلَة
بَيْنَنَا,بيننا,26,بين,فَعْنَل,open_class,wazn_alignment:فَعْنَل
صَبَرُوا,صبروا,26,صبر,فَعَلُوا,open_class,wazn_alignment:فَعَلُوا
كُلَّمَا,كلما,26,كلم,فُعَّل,open_class,wazn_alignment:فُعَّل
مُبِينَاً,مبينا,26,مبن,فُعِيل,open_class,wazn_alignment:فُعِيل
وَجَدْنَا,وجدنا,26,وجد,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
وَكِيلَاً,وكيلا,26,وكل,فَعِيل,open_class,wazn_alignment:فَعِيل
يَتَسَاءَلُونَ,يتساءلون,26,سءل,يَتَفَاعَل,open_class,wazn_alignment:يَتَفَاعَل
يَرَوْنَ,يرون,26,يرن,فَعَوْل,open_class,wazn_alignment:فَعَوْل
أَكْثَرَ,أكثر,25,كثر,أَفْعَل,open_class,wazn_alignment:أَفْعَل
تُحْشَرُونَ,تحشرون,25,حشر,تُفْعَل,open_class,wazn_alignment:تُفْعَل
آتَيْنَاهُمُ,آتيناهم,24,اينا,أَفَتَفْعَل,open_class,wazn_alignment:أَفَتَفْعَل
آتَيْنَاهُمْ,آتيناهم,24,اينا,أَفَتَفْعَل,open_class,wazn_alignment:أَفَتَفْعَل
أَخَذْنَا,أخذنا,24,أخذ,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
أَشْرَكُوا,أشركوا,24,شرك,أَفْعَل,open_class,wazn_alignment:أَفْعَل
أَهْوَاءَهُمْ,أهواءهم,24,هوء,أَفْعَال,open_class,wazn_alignment:أَفْعَال
ادْعُوا,ادعوا,24,أدع,فُعْل,open_class,wazn_alignment:فُعْل
الطَّيِّبَاتِ,الطيبات,24,طيب,فَعِّل,open_class,wazn_alignment:فَعِّل
النَّهَارَ,النهار,24,نهار,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْآخِرِينَ,الآخرين,24,ءخر,فَاعِل,open_class,wazn_alignment:فَاعِل
الْأَمْرُ,الأمر,24,أمر,فَعْل,open_class,wazn_alignment:فَعْل
الْخَلْقَ,الخلق,24,خلق,فَعْل,open_class,wazn_alignment:فَعْل
الْعِلْمِ,العلم,24,علم,فِعْل,open_class,wazn_alignment:فِعْل
الْقَوْلُ,القول,24,قول,فَعْل,open_class,wazn_alignment:فَعْل
الْمَسْجِدِ,المسجد,24,سجد,مَفْعِل,open_class,wazn_alignment:مَفْعِل
الْمُخْلَصِينَ,المخلصين,24,خلص,مُفْعَل,open_class,wazn_alignment:مُفْعَل
الْيَمِينِ,اليمين,24,يمن,فَعِيل,open_class,wazn_alignment:فَعِيل
بَعِيدٍ,بعيد,24,بعد,فَعِيل,open_class,wazn_alignment:فَعِيل
بَعْضُكُمْ,بعضكم,24,بعض,فَعْل,open_class,wazn_alignment:فَعْل
تَأْكُلُوا,تأكلوا,24,أكل,تَفْعُل,open_class,wazn_alignment:تَفْعُل
تَتَّبِعُوا,تتبعوا,24,بعو,تَتَّفِعُل,open_class,wazn_alignment:تَتَّفِعُل
تَخْتَلِفُونَ,تختلفون,24,ختلف,تَفْعَلِل,open_class,wazn_alignment:تَفْعَلِل
تَفْعَلُونَ,تفعلون,24,فعل,تَفْعَلُونَ,open_class,wazn_alignment:تَفْعَلُونَ
تَقُولُونَ,تقولون,24,قلو,تَفُولُونَ,open_class,wazn_alignment:تَفُولُونَ
تَهْتَدُونَ,تهتدون,24,هتد,تَفْعَلُونَ,open_class,wazn_alignment:تَفْعَلُونَ
تُحِبُّونَ,تحبون,24,حبب,تُفِعُّ,open_class,wazn_alignment:تُفِعُّ
تُرْحَمُونَ,ترحمون,24,رحم,تُفْعَل,open_class,wazn_alignment:تُفْعَل
تُنْفِقُوا,تنفقوا,24,نفق,تُفْعِل,open_class,wazn_alignment:تُفْعِل
خَبِيرَاً,خبيرا,24,خبر,فَعِيل,open_class,wazn_alignment:فَعِيل
خَلَقْنَاكُمْ,خلقناكم,24,خلق,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
رَأَى,رأى,24,روى,فَاعٍ,open_class,wazn_alignment:فَاعٍ
شَدِيدٌ,شديد,24,شدد,فَعِيل,open_class,wazn_alignment:فَعِيل
عَرَبِيَّاً,عربيا,24,عرب,فَعَل,open_class,wazn_alignment:فَعَل
مَرَضٌ,مرض,24,مرض,فَعَل,open_class,wazn_alignment:فَعَل
نَصِيرَاً,نصيرا,24,نصر,فَعِيل,open_class,wazn_alignment:فَعِيل
وَاحِدٌ,واحد,24,وحد,فَاعِل,open_class,wazn_alignment:فَاعِل
يَبْتَغُونَ,يبتغون,24,بتغ,يَفْعَلُونَ,open_class,wazn_alignment:يَفْعَلُونَ
يَتَّبِعُونَ,يتبعون,24,يبع,افْتَعَل,open_class,wazn_alignment:فَتَّعِل
يَخَافُونَ,يخافون,24,خوف,يَفَالُونَ,open_class,wazn_alignment:يَفَالُونَ
يَذَّكَّرُونَ,يذكرون,24,ذكر,يَفَّعَّل,open_class,wazn_alignment:يَفَّعَّل
يَسْتَوِي,يستوي,24,سوي,افْتَعَل,open_class,wazn_alignment:يَفْتَعِي
يَصْلَوْنَهَا,يصلونها,24,صلو,يَفْعَلْنَ,open_class,wazn_alignment:يَفْعَلْنَ
يَعْبُدُونَ,يعبدون,24,عبد,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يُؤْفَكُونَ,يؤفكون,24,ؤفك,يُفْعَل,open_class,wazn_alignment:يُفْعَل
يُبَيِّنُ,يبين,24,بين,يُفَعِّل,open_class,wazn_alignment:يُفَعِّل
يُقَاتِلُونَكُمْ,يقاتلونكم,24,قتل,يُفَاعِل,open_class,wazn_alignment:يُفَاعِل
عَزِيزٌ,عزيز,23,عزز,فَعِيل,open_class,wazn_alignment:فَعِيل
كُتِبَ,كتب,23,كتب,فُعِل,open_class,wazn_alignment:فُعِل
نُوحٍ,نوح,23,نوح,فُعِل,open_class,wazn_alignment:فُعِل
يَأْكُلُونَ,يأكلون,23,أكل,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَتَذَكَّرُونَ,يتذكرون,23,ذكر,يَتَفَعَّل,open_class,wazn_alignment:يَتَفَعَّل
أَجْرٌ,أجر,22,أجر,فَعْل,open_class,wazn_alignment:فَعْل
اسْتَكْبَرُوا,استكبروا,22,كبر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
الرِّزْقَ,الرزق,22,رزق,فِعْل,open_class,wazn_alignment:فِعْل
الْبَلَاغُ,البلاغ,22,بلاغ,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْغَفُورُ,الغفور,22,غفر,فَعُول,open_class,wazn_alignment:فَعُول
بَيْنِي,بيني,22,بني,فَيْعِل,open_class,wazn_alignment:فَيْعِل
تَجِدَ,تجد,22,تجد,فَعل,open_class,wazn_alignment:فَعل
تَسْتَعْجِلُونَ,تستعجلون,22,عجل,تَسْتَفْعِل,open_class,wazn_alignment:تَسْتَفْعِل
تَكُونُ,تكون,22,تكن,فَعُول,open_class,wazn_alignment:فَعُول
جَاءَكَ,جاءك,22,جاو,فَعَاكَ,open_class,wazn_alignment:فَعَاكَ
جَاءَهُمُ,جاءهم,22,جوء,فَالَ,open_class,wazn_alignment:فَالَ
سَبِيلِهِ,سبيله,22,سبل,فَعِيل,open_class,wazn_alignment:فَعِيل
سُجَّدَاً,سجدا,22,سجد,فُعَّل,open_class,wazn_alignment:فُعَّل
سُلْطَانَاً,سلطانا,22,سلط,فُعْلَان,open_class,wazn_alignment:فُعْلَان
شَدِيدَاً,شديدا,22,شدد,فَعِيل,open_class,wazn_alignment:فَعِيل
عَدْنٍ,عدن,22,عدن,فَعْل,open_class,wazn_alignment:فَعْل
كُلٌّ,كل,22,كلل,فُعٌّ,open_class,wazn_alignment:فُعٌّ
مَرْجِعُكُمْ,مرجعكم,22,رجع,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مَعَكَ,معك,22,معك,فَعَل,open_class,wazn_alignment:فَعَل
مَعِيَ,معي,22,معي,فَعل,open_class,wazn_alignment:فَعل
مَوْتِهَا,موتها,22,وته,مَفْعِل,open_class,wazn_alignment:مَفْعِل
مُصَدِّقَاً,مصدقا,22,صدق,مُفَعِّل,open_class,wazn_alignment:مُفَعِّل
نَذِيرٌ,نذير,22,نذر,فَعِيل,open_class,wazn_alignment:فَعِيل
هُزُوَاً,هزوا,22,هزو,فُعُل,open_class,wazn_alignment:فُعُل
يَخْلُقُ,يخلق,22,خلق,يَفْعُل,open_class,wazn_alignment:يَفْعُل
التَّوْرَاةِ,التوراة,21,وراة,تَفْعَلِل,open_class,wazn_alignment:تَفْعَلِل
السَّحَرَةُ,السحرة,21,سحر,فَعَلَة,open_class,wazn_alignment:فَعَلَة
الشَّاكِرِينَ,الشاكرين,21,شكر,فَاعِل,open_class,wazn_alignment:فَاعِل
الظَّنَّ,الظن,21,إلظ,فِعَل,open_class,wazn_alignment:فِعَل
الْبَيِّنَاتُ,البينات,21,بين,فَعِّل,open_class,wazn_alignment:فَعِّل
الْخَيْرَاتِ,الخيرات,21,خرا,فَيْعَل,open_class,wazn_alignment:فَيْعَل
الْغَابِرِينَ,الغابرين,21,غبر,فَاعِل,open_class,wazn_alignment:فَاعِل
الْفَصْلِ,الفصل,21,فصل,فَعْل,open_class,wazn_alignment:فَعْل
الْفَضْلِ,الفضل,21,فضل,فَعْل,open_class,wazn_alignment:فَعْل
الْمُبِينِ,المبين,21,مبن,فُعِيل,open_class,wazn_alignment:فُعِيل
الْمُرْسَلُونَ,المرسلون,21,رسل,مُفْعَلُون,open_class,wazn_alignment:مُفْعَلُون
الْمُسْرِفِينَ,المسرفين,21,سرف,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
الْمُنَافِقُونَ,المنافقون,21,نفق,مُفَاعِل,open_class,wazn_alignment:مُفَاعِل
