Root,Example_Word,Example_Wazn,Example_Count,Unique_Words,Total_Occurrences
بحث,يَبْحَثُ,يَفْعَل,2,1,2
بخع,بَاخِعٌ,فَاعِل,2,1,2
بدا,بَدَا,فَعَل,2,1,2
بدت,بَدَتِ,فَعَل,2,1,2
بدن,بَادُونَ,فَاعُول,2,1,2
بسر,بَاسِرَةٌ,فَاعِلَة,2,1,2
بسس,بَسَّاً,فَعَّ,2,1,2
بسق,بَاسِقَاتٍ,فَاعِلَات,2,1,2
بضع,بِضْعَ,فِعْل,1,2,2
بغض,الْبَغْضَاءُ,فَعْلَاء,2,1,2
بلاء,الْبَلَاءُ,فَفَعَل,2,1,2
بلى,تُبْلَى,تُفْعَل,2,1,2
بوئ,تُبَوِّئُ,تُفَعِّل,2,1,2
بوس,الْبَائِسَ,فَائِل,2,1,2
بيا,الْبَيَانَ,فَعْلَان,2,1,2
بيد,تَبِيدَ,تَفعِل,2,1,2
تئب,تَائِبَاتٍ,فَاعِلَات,2,1,2
تبء,تَبُوءَ,فَعُول,2,1,2
تبي,تِبْيَانَاً,فِعْلَان,2,1,2
تثر,تُثِيرُ,فُعِيل,2,1,2
تجع,تَجُوعَ,فَعُول,2,1,2
تحلة,تَحِلَّةَ,فَفِعَّل,2,1,2
تخذ,تَتَّخِذَ,افْتَعَل,2,1,2
تفر,تَفُورُ,فَعُول,2,1,2
تقا,تَقْوَاهُمْ,فَعْوَل,2,1,2
تقع,تَقَعَ,فَعَل,2,1,2
تقو,أَتْقَاكُمْ,أَفْعَاكُمْ,2,1,2
تلج,تُولِجُ,فُوعِل,2,1,2
تلي,تُلِيَتْ,فُعِل,2,1,2
تمه,أَتَمَّهَا,أَفَعَّل,2,1,2
تيا,أَتَيَا,أَفَعَل,2,1,2
تيت,أَتَيْتَ,أَفَعْل,2,1,2
تين,أَتَيْنَ,أَفَعْل,2,1,2
ثام,أَثَامَاً,أَفَعُل,2,1,2
ثجج,ثَجَّاجَاً,فَعَّال,2,1,2
ثرب,تَثْرِيبَ,تَفْعِيلَ,1,2,2
ثرة,أَثَارَةٍ,أَفَاعَل,2,1,2
ثري,أَثَرِي,أَفعِل,2,1,2
ثقه,وَثَاقَهُ,فَأَعل,2,1,2
ثلثن,ثَلَاثِينَ,فَعَالِيل,2,1,2
ثلى,الْمُثْلَى,مُفْعَل,2,1,2
ثمر,أَثْمَرَ,أَفْعَل,2,1,2
ثمنن,ثَمَانِينَ,فَعَالِيل,2,1,2
ثوي,ثَاوِيَاً,فَاعِل,2,1,2
ثيب,ثَيِّبَاتٍ,فَعِّل,2,1,2
جبى,يُجْبَى,يُفْعَل,2,1,2
جحم,جَحِيمٍ,فَعِيل,2,1,2
جذو,جَذْوَةٍ,فَعْلَة,2,1,2
جزع,جَزُوعَاً,فَعُول,2,1,2
جسس,تَجَسَّسُوا,تَفَعَّل,2,1,2
جلاء,الْجَلَاءَ,فَفَعَل,2,1,2
جلة,وَجِلَةٌ,فِعَل,2,1,2
جلى,تَجَلَّى,تَفَعَّل,2,1,2
جمد,جَامِدَةً,فَاعِلَة,2,1,2
جمم,جَمَّاً,فَعَّ,2,1,2
جهت,وَجَّهْتُ,فَّعْل,2,1,2
جوب,جَابُوا,فَالُوا,2,1,2
جوت,نَجَوْتَ,نَفَعْل,2,1,2
جود,الْجُودِيِّ,فُعِل,2,1,2
حاجك,حَاجَّكَ,فَفَعَّل,2,1,2
حافي,حَافِّينَ,فَفَعِّل,2,1,2
حبك,الْحُبُكِ,فُعُل,2,1,2
حتك,تَحْتَكِ,تَفْعَل,2,1,2
حتم,حَتْمَاً,فَعْل,2,1,2
حتي,تَحْتِي,تَفْعِل,2,1,2
حثث,حَثِيثَاً,فَعِيل,2,1,2
حجز,حَاجِزِينَ,فَاعِل,2,1,2
حرس,حَرَسَاً,فَعَل,2,1,2
حسم,حُسُومَاً,فُعُول,2,1,2
حسو,أَحَسُّوا,أَفَعُّل,2,1,2
حصا,أَحْصَاهُمْ,أَفْعَل,2,1,2
حصاد,حَصَادِهِ,فَفَعَل,2,1,2
حصه,أَحْصَاهَا,أَفْعَال,2,1,2
حطت,أَحَطْتُ,أَفَعْل,2,1,2
حقا,أَلْحَقْنَا,فَعْنَل,2,1,2
حلك,حَوْلِكَ,فَوْعِل,2,1,2
حلن,أَحَلَّنَا,أَفَعَّل,2,1,2
حلي,حَوْلَيْنِ,فَوْعَل,2,1,2
حمى,يُحْمَى,يُفْعَل,2,1,2
حنذ,حَنِيذٍ,فَعِيل,1,2,2
حوب,حُوبَاً,فُعِل,2,1,2
حوش,حَاشَ,فَالَ,2,1,2
حوف,إِلْحَافَاً,فَالَ,2,1,2
حيد,تَحِيدُ,تَفعِل,2,1,2
حيز,مُتَحَيِّزَاً,مُتَفَعِّل,2,1,2
خذ,خُذِ,فُل,2,1,2
خراب,خَرَابِهَا,فَفَعَل,2,1,2
خصصة,خَصَاصَةٌ,فَفَاعَل,2,1,2
خفض,خَافِضَةٌ,فَاعِلَة,2,1,2
خفى,تَخْفَى,تَفْعَل,2,1,2
خلة,خُلَّةٌ,فُعَّل,2,1,2
خنس,الْخَنَّاسِ,فَعَّال,2,1,2
خول,خَوَّلَهُ,فَعَّل,2,1,2
خيل,يُخَيَّلُ,يُفَعَّل,2,1,2
خين,خِيَانَةً,فِعَالَة,2,1,2
دئم,دَائِمُونَ,فَاعِلُون,2,1,2
دحا,دَحَاهَا,فَعَل,2,1,2
درا,دَرَاهِمَ,فَعَل,2,1,2
دعؤ,دُعَاؤُكُمْ,فُعَال,2,1,2
دكة,دَكَّةً,فَعَّل,2,1,2
دكت,دُكَّتِ,فُعَّل,2,1,2
دمت,دَامَتِ,فَأَعل,2,1,2
دنن,دُونِنَا,فُوعِل,2,1,2
دهق,دِهَاقَاً,فِعَال,2,1,2
دوم,دَائِمٌ,فَائِل,2,1,2
دير,دَيَّارَاً,فَعَّال,2,1,2
ذءم,مَذْءُومَاً,مَفْعُول,2,1,2
ذاع,أَذَاعُوا,أَفَعُل,2,1,2
ذاق,أَذَاقَهُمْ,أَفَعُل,2,1,2
ذبذب,مُذَبْذَبِينَ,مُفَعْلَل,2,1,2
ذرا,ذَرْنَا,فَعْنَل,2,1,2
ذعن,مُذْعِنِينَ,مُفْعِلِين,2,1,2
ذكي,ذَكَّيْتُمْ,فَعَّل,2,1,2
ذلكم,ذَلِكُمَا,فَفِعُل,2,1,2
ذنت,أَذِنْتَ,أَفِعْل,2,1,2
ذهل,تَذْهَلُ,تَفْعَل,2,1,2
ذور,نُذُورَهُمْ,نُفعِل,2,1,2
رءت,تَرَاءَتِ,تَفَاعَل,2,1,2
رأس,رَأْسِي,فَعْل,2,1,2
رئء,رِئَاءَ,فِعَال,2,1,2
راض,تَرَاضٍ,تَفَعُل,2,1,2
ربة,رِيبَةً,فِيعَل,2,1,2
ربح,رَبِحَتْ,فَعل,2,1,2
ربط,رَبَطْنَا,فَعَلْنَا,2,1,2
ربم,رُبَمَا,فُعل,2,1,2
ربو,يَرْبُو,يَفْعُو,2,1,2
رتع,يَرْتَعْ,يَفْعَلْ,2,1,2
رتق,رَتْقَاً,فَعْل,2,1,2
رجت,رُجَّتِ,فُعَّل,2,1,2
رجج,رَجَّاً,فَعَّ,2,1,2
رجي,تُرْجِي,تُفْعِي,2,1,2
ردء,رِدْءَاً,فِعْل,2,1,2
ردت,أَرَدْتُ,أَفَعْل,2,1,2
رسه,أَرْسَاهَا,أَفْعَال,2,1,2
رسي,رَاسِيَاتٍ,فَاعِلَات,2,1,2
رشاد,الرَّشَادِ,فَفَعَل,2,1,2
رطت,فَرَّطْتُ,فَّعْل,2,1,2
رعء,الرِّعَاءُ,فِعَال,2,1,2
رعى,الْمَرْعَى,مَفْعَل,2,1,2
رغم,مُرَاغَمَاً,مُفَاعَل,2,1,2
رقت,فَرَّقْتَ,فَّعْل,2,1,2
رقم,مَرْقُومٌ,مَفْعُول,2,1,2
رقى,تَرْقَى,تَفْعَل,2,1,2
رقي,التَّرَاقِيَ,تَفَاعِل,2,1,2
ركز,رِكْزَاً,فِعْل,2,1,2
رمز,رَمْزَاً,فَعْل,2,1,2
رمض,رَمَضَانَ,فَعْلَان,2,1,2
رمن,كَرَّمْنَا,فَّعْل,2,1,2
رهو,رَهْوَاً,فَعْل,2,1,2
روب,سَرَابَاً,فَالَ,2,1,2
روع,الرَّوْعُ,فَعْل,2,1,2
روم,الرُّومُ,فُعِل,2,1,2
زاد,الزَّادِ,فَعَل,2,1,2
زتم,كَنَزْتُمْ,نَفْعُلْ,2,1,2
زحف,زَحْفَاً,فَعْل,2,1,2
زداد,تَزْدَادُ,تَفْعَلِل,2,1,2
زدر,تَزْدَرِي,تَفْعَل,2,1,2
زرتم,زُرْتُمُ,فُعْلُل,2,1,2
زرق,زُرْقَاً,فُعْل,2,1,2
زري,أَزْرِي,أَفْعِل,2,1,2
زغت,زَاغَتِ,فَأَعل,2,1,2
زفت,أَزِفَتِ,أَفعَل,2,1,2
زفر,زَفِيرٌ,فَعِيل,2,1,2
زكه,زَكَّاهَا,فَعَّال,2,1,2
زكية,زَكِيَّةً,فَفِعَّل,2,1,2
زل,زِلْتُمْ,فِل,2,1,2
زلزل,زُلْزِلَتِ,فُعْلِل,2,1,2
زلف,أُزْلِفَتْ,أُفْعِل,2,1,2
زلل,زَلَلْتُمْ,فَعَل,2,1,2
زلي,مُنْزَلِينَ,مُنْفَعِل,2,1,2
زهر,زَهْرَةَ,فَعْلَة,2,1,2
زيل,تَزَيَّلُوا,تَفَعَّل,2,1,2
سؤل,سُؤْلَكَ,فُعْل,2,1,2
ساع,سُوَاعَاً,فُوعِل,2,1,2
سبغ,سَابِغَاتٍ,فَاعِلَات,2,1,2
سبي,الْمُسْتَبِينَ,افْتَعَل,2,1,2
ستن,سِتِّينَ,فِعِّيل,2,1,2
سده,كَسَادَهَا,فَأَعل,2,1,2
سرء,السَّرَّاءِ,فَعَّال,2,1,2
سرب,سَرَبَاً,فَعَل,2,1,2
سرو,أَسَرُّوا,أَفَعُّل,2,1,2
سري,الْأَسْرَى,أَفْعَى,2,1,2
سطح,سُطِحَتْ,فُعِل,2,1,2
سعد,سُعِدُوا,فُعِل,2,1,2
سعر,سُعِّرَتْ,فُعِّل,2,1,2
سغب,مَسْغَبَةٍ,مَفْعَلَة,2,1,2
سقا,اسْتَسْقَاهُ,افْتَعَل,2,1,2
سقت,سَقَيْتَ,فَعَيْل,2,1,2
سقف,سَقْفَاً,فَعْل,2,1,2
سقم,سَقِيمٌ,فَعِيل,2,1,2
سقه,سُوقِهِ,فُوعِل,2,1,2
سلى,كُسَالَى,فَأَعل,2,1,2
سمئ,أَسْمَائِهِ,أَفْعَال,2,1,2
سمد,سَامِدُونَ,فَاعِلُون,2,1,2
سمك,سَمْكَهَا,فَعْل,2,1,2
سند,مُسَنَّدَةٌ,مُفَعَّلَة,2,1,2
سوا,سَوِيًّا,فَعِيًّل,2,1,2
سور,تَسَوَّرُوا,تَفَعَّل,2,1,2
سوك,سَوَّاكَ,فَعَّال,2,1,2
سيء,سِيءَ,فِعَل,2,1,2
سيد,سَيِّدَهَا,فَعِّل,2,1,2
شتى,شَتَّى,فَعَّل,2,1,2
شرط,أَشْرَاطُهَا,أَفْعَال,2,1,2
شغف,شَغَفَهَا,فَعَل,2,1,2
شفء,شِفَاءٌ,فِعَال,2,1,2
شفو,كَاشِفُو,فِعل,2,1,2
شقا,شَقُوا,فَعُول,2,1,2
شقه,أَشْقَاهَا,أَفْعَال,2,1,2
شكس,مُتَشَاكِسُونَ,مُتَفَاعِل,2,1,2
شكو,أَشْكُو,أَفْعُل,2,1,2
شمت,تُشْمِتْ,تُفْعِلْ,2,1,2
شمخ,شَامِخَاتٍ,فَاعِلَات,2,1,2
شنئ,شَانِئَكَ,فَاعِل,2,1,2
شنن,شَنَآنُ,فَعَائِل,2,1,2
شهق,شَهِيقَاً,فَعِيل,2,1,2
شوي,يَشْوِي,يَفْعِي,2,1,2
شيب,شِيبَاً,فِعَل,2,1,2
شية,شِيَةَ,فِعَل,2,1,2
شيد,مُشَيَّدَةٍ,مُفَعَّلَة,2,1,2
شيع,تَشِيعَ,تَفعِل,2,1,2
شيك,مَشْيِكَ,مَفْعِل,2,1,2
صبا,صُبُّوا,فُعُّول,2,1,2
صباح,صَبَاحُ,فَفَعَل,2,1,2
صتك,صَوْتِكَ,فَوْعِل,2,1,2
صحي,نُصْحِي,نُفْعِل,2,1,2
صدى,تَصَدَّى,تَفَعَّل,2,1,2
صرة,صَرَّةٍ,فَعَّل,2,1,2
صرم,صَارِمِينَ,فَاعِل,2,1,2
صغار,صَغَارٌ,فَفَعَل,2,1,2
صفا,الصَّفَا,فَعَل,2,1,2
صفر,صَفْرَاءُ,فَعْلَاء,1,2,2
صفصف,صَفْصَفَاً,فَفْعَل,2,1,2
صلد,صَلْدَاً,فَعْل,2,1,2
صمت,صَامِتُونَ,فَاعِلُون,2,1,2
صمد,الصَّمَدُ,فَعَل,2,1,2
صهر,يُصْهَرُ,يُفْعَل,2,1,2
صوم,صَوْمَاً,فَعْل,2,1,2
صير,تَصِيرُ,تَفعِل,2,1,2
ضاع,أَضَاعُوا,أَفَعُل,2,1,2
ضبح,ضَبْحَاً,فَعْل,2,1,2
ضدد,ضِدَّاً,فِعَّ,2,1,2
ضغث,أَضْغَاثُ,أَفْعَال,2,1,2
ضنك,ضَنْكَاً,فَعْل,2,1,2
ضوق,ضَاقَتْ,فَالَتْ,2,1,2
ضيء,يُضِيءُ,يُفعِل,2,1,2
ضيي,مُضِيَّاً,مُفِعّ,2,1,2
طب,طِبْتُمْ,فِل,2,1,2
طبن,طِبْنَ,فِعْل,2,1,2
طحا,طَحَاهَا,فَعَل,2,1,2
طسم,طسم,فَعَل,2,1,2
طغا,طَغَوْا,فَعَوْل,2,1,2
طفه,أَطْفَأَهَا,أَفْعَال,2,1,2
طلت,طَالُوتَ,فَاعُول,1,2,2
طوى,طُوَىً,فُعل,2,1,2
طوي,نَطْوِي,نَفْعِل,2,1,2
ظعن,ظَعْنِكُمْ,فَعْل,2,1,2
ظفر,أَظْفَرَكُمْ,أَفْعَل,2,1,2
ظلت,ظَلْتَ,فَعْل,2,1,2
ظمء,الظَّمْآنُ,فَعْلَان,2,1,2
ظنه,ظَنَّهُ,فَعَّل,2,1,2
عئد,عَائِدُونَ,فَاعِلُون,2,1,2
عام,عَامِهِمْ,فَعَل,2,1,2
عبأ,يَعْبَأُ,يَفْعَل,2,1,2
عتا,عَتَوْا,فَعَوْل,2,1,2
عد,عُدْتُمْ,فُل,2,1,2
عرا,اعْتَرَاكَ,افْتَعَل,2,1,2
عرى,تَعْرَى,تَفْعَل,2,1,2
عشية,عَشِيَّةً,فَفِعَّل,2,1,2
عضا,عَضُّوا,فَعُّول,2,1,2
عضد,عَضُدَاً,فَعل,2,1,2
عضض,يَعَضُّ,يَفَعُّ,2,1,2
عطاؤ,عَطَاؤُنَا,فَفَعَل,2,1,2
عطف,عِطْفِهِ,فِعْل,2,1,2
عما,عَمُوا,فَعُول,2,1,2
عمق,عَمِيقٍ,فَعِيل,2,1,2
عنت,الْعَنَتَ,فَعَل,2,1,2
عور,عَوْرَةٌ,فَعْلَة,2,1,2
عول,عَائِلَاً,فَائِل,2,1,2
عون,تَعَاوَنُوا,تَفَاعَل,2,1,2
عيش,مَعَايِشَ,مَفَاعِل,2,1,2
عيل,عَيْلَةً,فَعْلَة,2,1,2
غبن,التَّغَابُنِ,تَفَاعُل,2,1,2
غبه,غَيْبِهِ,فَيْعِل,2,1,2
غتب,يَغْتَبْ,يَفْعَلْ,2,1,2
غد,غُدُوُّهَا,فُل,2,1,2
غدت,غَدَوْتَ,فَعَوْل,2,1,2
غدر,يُغَادِرُ,يُفَاعِل,2,1,2
غدق,غَدَقَاً,فَعَل,2,1,2
غرام,غَرَامَاً,فَفَعَل,2,1,2
غرك,غَرَّكَ,فَعَّل,2,1,2
غسق,غَاسِقٍ,فَاعِل,1,2,2
غصب,غَصْبَاً,فَعْل,2,1,2
غصة,غُصَّةٍ,فُعَّل,2,1,2
غلف,غُلْفٌ,فُعْلٌ,2,1,2
غلي,يَغْلِي,يَفْعِي,2,1,2
غمة,غُمَّةً,فُعَّل,2,1,2
غنت,أَغْنَتْ,أَفْعَلْ,2,1,2
غنى,اسْتَغْنَى,افْتَعَل,2,1,2
غيض,تَغِيضُ,تَفعِل,2,1,2
فاح,الْفَتَّاحُ,افْتَعَل,2,1,2
فاه,فَاهُ,فَعَل,2,1,2
فتأ,تَفْتَأُ,تَفْعَل,2,1,2
فجو,فَجْوَةٍ,فَعْلَة,2,1,2
فرء,افْتِرَاءً,افْتَعَل,2,1,2
فرت,فُرَاتَاً,فُعَال,2,1,2
فرج,فُرِجَتْ,فُعِل,2,1,2
فره,فَارِهِينَ,فَاعِل,2,1,2
فرى,مُفْتَرَىً,افْتَعَل,2,1,2
فسر,تَفْسِيرَاً,تَفْعِيلَ,2,1,2
فظظ,فَظَّاً,فَعَّ,2,1,2
فعه,نَفْعِهِ,نَفْعِل,2,1,2
فلق,فَالِقُ,فَاعِل,2,1,2
فيء,تَفِيءَ,تَفعِل,2,1,2
فيأ,يَتَفَيَّأُ,يَتَفَعَّل,2,1,2
فيا,أَلْفَيْنَا,فَعْنَل,2,1,2
قئل,قَائِلُونَ,فَاعِلُون,2,1,2
قبر,الْمَقَابِرَ,مَفَاعِل,2,1,2
قتد,مُقْتَدُونَ,مُفْعَلُون,2,1,2
قحم,اقْتَحَمَ,افْتَعَل,1,2,2
قدح,قَدْحَاً,فَعْل,2,1,2
قدد,قِدَدَاً,فِعَل,2,1,2
قرئ,قُرِئَ,فُعِل,2,1,2
قسس,قِسِّيسِينَ,فِعِّيل,2,1,2
قسو,قَسْوَةً,فَعْلَة,2,1,2
قصف,قَاصِفَاً,فَاعِل,2,1,2
قصم,قَصَمْنَا,فَعَلْنَا,2,1,2
قطن,قِطَّنَا,فِعَّل,2,1,2
قفن,قَفَّيْنَا,فَعَّيْل,2,1,2
قلع,أَقْلِعِي,أَفْعِل,2,1,2
قلك,قَوْلِكَ,فَوْعِل,2,1,2
قمح,مُقْمَحُونَ,مُفْعَلُون,2,1,2
قمك,مَقَامِكَ,مَفَاعِل,2,1,2
قور,وَقَارَاً,فَالَ,2,1,2
قوى,الْقُوَى,فُعل,2,1,2
كال,اكْتَالُوا,افْتَعَل,2,1,2
كبب,مُكِبَّاً,مُفِعّ,2,1,2
كتل,نَكْتَلْ,نَفْعَلْ,2,1,2
كدر,انْكَدَرَتْ,إِنْفَعَل,2,1,2
كدن,كِدْنَا,فِعْل,2,1,2
كرى,سُكَارَى,فَأَعل,2,1,2
كشط,كُشِطَتْ,فُعِل,2,1,2
كفا,كُفُّوا,فُعُّول,2,1,2
كفت,كِفَاتَاً,فِعَال,2,1,2
كفو,كُفُوَاً,فُعُل,2,1,2
كل,كِلْتُمْ,فِل,2,1,2
كلب,مُكَلِّبِينَ,مُفَعِّل,2,1,2
كلح,كَالِحُونَ,فَاعِلُون,2,1,2
كلي,كُلِي,فُعِل,2,1,2
كني,كُونِي,فُوعِل,2,1,2
لاق,التَّلَاقِ,تَفَعُل,2,1,2
لبغ,الْبَغْيُ,إِفْعَلْ,2,1,2
لجأ,مَلْجَأً,مَفْعَل,1,2,2
لجا,لَجُّوا,فَعُّول,2,1,2
لجج,لُجِّيٍّ,فُعِّ,2,1,2
لحز,الْحُزْنِ,أُفْعُلْ,2,1,2
لدى,لَدَى,فَعَل,2,1,2
لغب,لُغُوبٌ,فُعُول,1,2,2
لغت,بَلَّغْتَ,فَّعْل,2,1,2
لفت,أَلَّفْتَ,أَفَّعْل,2,1,2
لفح,تَلْفَحُ,تَفْعَل,2,1,2
لفظ,يَلْفِظُ,يَفْعِل,2,1,2
لفف,لَفِيفَاً,فَعِيل,2,1,2
لفو,أَلْفَوْا,أَفْعَلْ,2,1,2
لفي,أَلْفَيْنِ,أَفْعَلْ,2,1,2
لقم,لُقْمَانَ,فُعْلَان,1,2,2
لقن,لَقِينَا,فَعِيل,2,1,2
لكم,تِلْكُمُ,تِفْعُل,2,1,2
للة,كَلَالَةً,فَأَعل,2,1,2
لله,لَيْلَهَا,فَيْعَل,2,1,2
لمم,اللَّمَمَ,فَعَل,2,1,2
لمه,كَلَّمَهُ,فَّعل,2,1,2
لنت,لِنْتَ,فِعْل,2,1,2
لهم,كِلَاهُمَا,فَأَعل,2,1,2
لوت,اللَّاتَ,فَالَ,2,1,2
لوح,لَوَّاحَةٌ,فَعَّالَة,2,1,2
لوذ,لِوَاذَاً,فِعَال,2,1,2
ليي,لَيَّاً,فَعَّ,2,1,2
مأت,مَأْتِيَّاً,فَعْلِيّ,2,1,2
مام,تَمَامَاً,تَفَعُل,2,1,2
مته,أَمَاتَهُ,أَفَاعَل,2,1,2
مثبة,مَثَابَةً,فَفَاعَل,2,1,2
محق,يَمْحَقُ,يَفْعَل,2,1,2
محو,يَمْحُو,يَفْعُو,2,1,2
مخاض,الْمَخَاضُ,فَفَعَل,2,1,2
مدن,مَدِينِينَ,فَعِيل,2,1,2
مرئ,مَرِيئَاً,فَعِيل,2,1,2
مرث,مِيرَاثُ,فِيعَئِل,2,1,2
مردن,مَرَدَّنَا,فَفَعَّل,2,1,2
مزة,لُمَزَةٍ,فَعَل,2,1,2
مزد,مَزِيدٌ,فَعِيل,1,2,2
مسء,الْمُسِيءُ,فُعِيل,2,1,2
مساق,الْمَسَاقُ,فَفَعَل,2,1,2
مسح,مَسْحَاً,فَعْل,2,1,2
مسع,الْمُوسِعِ,فُوعِل,2,1,2
مشا,مَشَوْا,فَعَوْل,2,1,2
مصب,مُصِيبُهَا,فُعِيل,2,1,2
مضي,أَمْضِيَ,أَفْعِل,2,1,2
مطى,يَتَمَطَّى,يَتَفَعَّل,2,1,2
معاذ,مَعَاذَ,فَفَعَل,2,1,2
معاش,مَعَاشَاً,فَفَعَل,2,1,2
معرة,مَعَرَّةٌ,فَفَعَّل,2,1,2
معكم,مَعَكُمَا,فَفَعُل,2,1,2
مغش,الْمَغْشِيِّ,فَعْلِيّ,2,1,2
مفاز,مَفَازَاً,فَفَعَل,2,1,2
مقل,مَقِيلَاً,فَعِيل,2,1,2
ملأ,امْتَلَأْتِ,افْتَعَل,2,1,2
ملئ,مُلِئَتْ,فُعِل,2,1,2
ملى,تُمْلَى,تُفْعَل,2,1,2
مما,الْمَمَاتِ,فَعَل,2,1,2
ممه,أَمَامَهُ,أَفَاعَل,2,1,2
مند,الْمُنَادِ,فُعَال,2,1,2
منس,مَنْسِيَّاً,فَعْلِيّ,2,1,2
مها,أُمِّهَا,أُفِّعَل,2,1,2
نبك,أَنْبَأَكَ,أَفْعَال,2,1,2
نبه,نَبَّأَهَا,فَعَّال,2,1,2
نبو,نَبَأَهُ,فَعَاهُ,2,1,2
نتب,نَتَبَوَّأُ,فَعَل,2,1,2
نتق,نَتَقْنَا,فَعَلْنَا,2,1,2
نتم,فَتَنْتُمْ,تَفْعُلْ,2,1,2
نجو,أَنْجَاكُمْ,أَفْعَاكُمْ,2,1,2
نحب,نَحْبَهُ,فَعْلَهُ,2,1,2
نحل,نِحْلَةً,فِعْلَة,2,1,2
ندن,نَادَيْنَا,فَاعَيْل,2,1,2
نسء,النَّسِيءُ,فَعِيل,2,1,2
نسر,نُسَيِّرُ,فُعَيِّل,2,1,2
نسق,نَسُوقُ,فَعُول,2,1,2
نشط,نَشْطَاً,فَعْل,2,1,2
نشه,أَنْشَأَهَا,أَفْعَال,2,1,2
نصت,أَنْصِتُوا,أَفْعِل,2,1,2
نضج,نَضِجَتْ,فَعل,2,1,2
نعق,يَنْعِقُ,يَفْعِل,2,1,2
نقب,نَقْبَاً,فَعْل,2,1,2
نكب,مَنَاكِبِهَا,مَفَاعِل,2,1,2
نكد,نَكِدَاً,فَعل,2,1,2
نكل,تَنْكِيلَاً,تَفْعِيلَ,2,1,2
نمك,مَنَامِكَ,مَفَاعِل,2,1,2
نمه,مَنَامِهَا,مَفَاعِل,2,1,2
ننج,نُنْجِ,فُعْل,2,1,2
نهي,يَنْهَى,يَفْعَى,2,1,2
نوش,التَّنَاوُشُ,تَفَاعُل,2,1,2
نيل,نَيْلَاً,فَعْل,2,1,2
هتن,هَاتَيْنِ,فَاعَيْل,2,1,2
هدد,هَدَّاً,فَعَّ,2,1,2
هدن,هُدْنَا,فُعْل,2,1,2
هده,هُدَاهَا,فُعَال,2,1,2
هرب,هَرَبَاً,فَعَل,2,1,2
هشم,هَشِيمَاً,فَعِيل,2,1,2
هكم,أَلْهَاكُمُ,فَأَعل,2,1,2
هلع,هَلُوعَاً,فَعُول,2,1,2
همد,هَامِدَةً,فَاعِلَة,2,1,2
همزة,هُمَزَةٍ,فُفَعل,2,1,2
همس,هَمْسَاً,فَعْل,2,1,2
وئل,مَوْئِلَاً,مَفْعِل,2,1,2
وار,تَوَارَتْ,تَفَعُل,2,1,2
وبل,وَبِيلَاً,فَعِيل,2,1,2
وتد,أَوْتَادَاً,أَفْعَال,2,1,2
وجب,وَجَبَتْ,فَعَلَتْ,2,1,2
وجف,وَاجِفَةٌ,فَاعِلَة,2,1,2
ورى,يَتَوَارَى,يَتَفَاعَل,2,1,2
وسط,وَسَطَاً,فَعَل,2,1,2
وصف,وَصْفَهُمْ,فَعْل,2,1,2
وفر,مَوْفُورَاً,مَفْعُول,2,1,2
وكد,تَوْكِيدِهَا,تَفْعِيل,2,1,2
ولك,وَيْلَكَ,فَيْعَل,2,1,2
ونس,يُونُسَ,يُفعُل,2,1,2
وهج,وَهَّاجَاً,فَعَّال,2,1,2
وهي,وَاهِيَةٌ,فَاعِلَة,2,1,2
ووا,لَوَّوْا,فَّعْل,2,1,2
يبر,يَبُورُ,فَعُول,2,1,2
يحر,يَحُورَ,فَعُول,2,1,2
يحف,يَحِيفَ,فَعِيل,2,1,2
يحق,يَحِيقُ,فَعِيل,2,1,2
يحل,يَحُولُ,فَعُول,2,1,2
يدك,أَيَّدَكَ,أَفَّعَل,2,1,2
يزغ,يَزِيغُ,فَعِيل,2,1,2
يشر,يُشْرَكْ,فُعْل,2,1,2
يصع,يَصْنَعُ,فَعْنَل,2,1,2
يضق,يَضِيقُ,فَعِيل,2,1,2
يطر,يَطِيرُ,فَعِيل,2,1,2
يطف,يَطُوفُ,فَعُول,2,1,2
يقط,يَقْنَطُ,فَعْنَل,2,1,2
يقظ,أَيْقَاظَاً,أَفْعَال,2,1,2
يقي,يَتَّقِي,افْتَعَل,2,1,2
يما,أَيَّمَا,أَفَّعَل,2,1,2
يمج,يَمُوجُ,فَعُول,2,1,2
يمز,يَمِيزَ,فَعِيل,2,1,2
ينال,يَنَالَ,فَفَعَل,2,1,2
يهب,يَهَبُ,فَعَل,2,1,2
يهن,يُهِنِ,فُعِل,2,1,2
يورث,يُورَثُ,فُفَعل,2,1,2
يوصى,يُوصَى,فُفَعل,2,1,2
يوقد,يُوقَدُ,فُفَعل,2,1,2
يول,لَيَالٍ,فَاعٍ,2,1,2
ءام,آمِنْ,فَعَل,1,1,1
ءرب,مَآرِبُ,مَفَاعِل,1,1,1
ءسن,آسِنٍ,فَاعِل,1,1,1
ءون,آنٍ,فَاعٍ,1,1,1
أؤتم,اؤْتُمِنَ,فُعْلُل,1,1,1
أبتل,ابْتُلِيَ,فُعْلُل,1,1,1
أحص,أُحْصِنَّ,فُعْل,1,1,1
أكر,أَنْكَرَ,فَنْعَل,1,1,1
أوه,أَوَّاهٌ,فَعَّال,1,1,1
أوى,أَوَى,فَعَل,1,1,1
أيب,أَيُّوبَ,فَعُّول,1,1,1
إدد,إِدَّاً,فِعَّ,1,1,1
إدرس,إِدْرِيسَ,فِعْلِيل,1,1,1
