root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
هتد,51,مُهْتَدِينَ,مهتدين,مُهْتَدِ,2:16:11,مفعل,0.925,تَهْتَدُونَ (2:53) | تَهْتَدُوا (2:135)
سوع,50,السَّاعَةُ,الساعة,سَاعَ,6:31:10,فعل,1.000,السَّاعَةُ (6:40) | سَاعَةً (7:34)
ءثم,49,بِالْإِثْمِ,بالإثم,إِثْمِ,2:85:13,فعل,1.000,إِثْمَ (2:173) | إِثْمُهُ (2:181)
عقل,49,تَعْقِلُونَ,تعقلون,عْقِلُ,2:44:10,فعل,0.920,تَعْقِلُونَ (2:73) | عَقَلُوهُ (2:75)
علو,49,الْعَلِيُّ,العلي,عَلِيُّ,2:255:49,فعل,1.000,وَعَلَانِيَةً (2:274) | عَلِيَّاً (4:34)
متق,49,لِلْمُتَّقِينَ,للمتقين,مُتَّقِ,2:2:7,فعل,0.900,لِلْمُتَّقِينَ (2:66) | الْمُتَّقُونَ (2:177)
تتق,48,تَتَّقُونَ,تتقون,تَّقُ,2:21:11,فعل,0.752,تَتَّقُونَ (2:63) | تَتَّقُونَ (2:179)
طعم,48,طَعَامٍ,طعام,طَعَامٍ,2:61:7,فعال,1.000,طَعَامُ (2:184) | يَطْعَمْهُ (2:249)
طيب,48,طَيِّبَاتِ,طيبات,طَيِّبَ,2:57:10,فعل,1.000,طَيِّبَاً (2:168) | طَيِّبَاتِ (2:172)
قدم,48,قَدَّمَتْ,قدمت,قَدَّمَ,2:95:5,فعل,1.000,تُقَدِّمُوا (2:110) | وَقَدِّمُوا (2:223)
حلل,47,حَلَالَاً,حلالا,حَلَالَ,2:168:7,فعال,1.000,أُحِلَّ (2:187) | يَحِلُّ (2:228)
نفع,47,يَنْفَعُهُمْ,ينفعهم,نْفَعُ,2:102:56,فعل,0.920,تَنْفَعُهَا (2:123) | يَنْفَعُ (2:164)
صدر,46,صُدُورِكُمْ,صدوركم,صُدُورِ,3:29:6,فعول,1.000,صُدُورُهُمْ (3:118) | الصُّدُور (3:119)
عهد,46,عَهْدَ,عهد,عَهْدَ,2:27:3,فعل,1.000,بِعَهْدِي (2:40) | بِعَهْدِكُمْ (2:40)
عود,46,يَعِدُكُمُ,يعدكم,يَعِدُ,2:268:2,فعل,0.990,يَعِدُكُمْ (2:268) | الْمِيعَادَ (3:9)
قضي,46,قَضَى,قضى,قَضَى,2:117:5,فعل,1.000,قَضَيْتُمْ (2:200) | وَقُضِيَ (2:210)
هءل,46,هَؤُلَاءِ,هؤلاء,هَؤُلَاءِ,2:31:12,فعلاء,0.880,هَؤُلَاءِ (2:85) | هَؤُلَاءِ (3:66)
جزء,45,جَزَاءُ,جزاء,جَزَاءُ,2:85:29,فعال,1.000,جَزَاءُ (2:191) | جُزْءَاً (2:260)
صبح,45,فَأَصْبَحْتُمْ,فأصبحتم,أَصْبَحْ,3:103:17,افعل,1.000,فَأَصْبَحَ (5:30) | فَأَصْبَحَ (5:31)
صرط,45,الصِّرَاطَ,الصراط,صِرَاطَ,1:6:2,فعال,1.000,صِرَاطَ (1:7) | صِرَاطٍ (2:142)
فتن,45,فِتْنَةٌ,فتنة,فِتْنَ,2:102:32,فعل,1.000,وَالْفِتْنَةُ (2:191) | فِتْنَةٌ (2:193)
قوي,45,بِقُوَّةٍ,بقوة,قُوَّ,2:63:10,فعل,0.998,بِقُوَّةٍ (2:93) | الْقُوَّةَ (2:165)
كرم,45,كَرِيمَاً,كريما,كَرِيمَ,4:31:12,فعيل,1.000,كَرِيمٌ (8:4) | كَرِيمٌ (8:74)
يسر,45,الْيُسْرَ,اليسر,يُسْرَ,2:185:31,فعل,1.000,اسْتَيْسَرَ (2:196) | وَالْمَيْسِرِ (2:219)
ابو,44,أَبَوَاهُ,أبواه,أَبَ,4:11:40,,1.000,لِأَبِيهِ (6:74) | لِأَبِيهِ (9:114)
بدل,44,فَبَدَّلَ,فبدل,بَدَّلَ,2:59:1,فعل,1.000,أَتَسْتَبْدِلُونَ (2:61) | يَتَبَدَّلِ (2:108)
حفظ,44,حَافِظُوا,حافظوا,حَافِظُ,2:238:1,فاعل,1.000,حِفْظُهُمَا (2:255) | حَافِظَاتٌ (4:34)
دبر,44,الْأَدْبَارَ,الأدبار,أَدْبَارَ,3:111:8,افعال,1.000,أَدْبَارِهَا (4:47) | يَتَدَبَّرُونَ (4:82)
ذوق,44,فَذُوقُوا,فذوقوا,ذُوقُ,3:106:13,فعل,1.000,ذُوقُوا (3:181) | لِيَذُوقُوا (4:56)
زين,44,زُيِّنَ,زين,زُيِّنَ,2:212:1,فعل,1.000,زُيِّنَ (3:14) | وَزَيَّنَ (6:43)
صلح,44,مُصْلِحُونَ,مصلحون,مُصْلِحُ,2:11:11,مفعل,1.000,وَأَصْلَحُوا (2:160) | فَأَصْلَحَ (2:182)
حشر,43,تُحْشَرُونَ,تحشرون,حْشَرُ,2:203:25,فعل,0.920,وَتُحْشَرُونَ (3:12) | تُحْشَرُونَ (3:158)
فسد,43,تُفْسِدُوا,تفسدوا,فْسِدُ,2:11:5,فعل,0.920,الْمُفْسِدُونَ (2:12) | وَيُفْسِدُونَ (2:27)
بحر,42,الْبَحْرَ,البحر,بَحْرَ,2:50:4,فعل,1.000,الْبَحْرِ (2:164) | الْبَحْرِ (5:96)
ذرو,42,ذُرِّيَّتِي,ذريتي,ذُرِّيَّ,2:124:14,فعل,1.000,ذُرِّيَّتِنَا (2:128) | ذُرِّيَّةٌ (2:266)
سخر,42,الْمُسَخَّرِ,المسخر,مُسَخَّرِ,2:164:37,مفعل,1.000,وَيَسْخَرُونَ (2:212) | سَخِرُوا (6:10)
سوي,42,اسْتَوَى,استوى,اسْتَوَى,2:29:10,افتعل,0.826,فَسَوَّاهُنَّ (2:29) | تُسَوَّى (4:42)
عجل,42,الْعِجْلَ,العجل,عِجْلَ,2:51:8,فعل,1.000,الْعِجْلَ (2:54) | الْعِجْلَ (2:92)
مسس,42,الْمَسِّ,المس,مَسِّ,2:275:13,فعل,0.973,يَمْسَسْنِي (3:47) | تَمْسَسْكُمْ (3:120)
جبل,41,جَبَلٍ,جبل,جَبَلٍ,2:260:28,فعل,1.000,الْجِبَالَ (7:74) | الْجَبَلِ (7:143)
جهد,41,وَجَاهَدُوا,وجاهدوا,جَاهَدُ,2:218:6,فاعل,1.000,جَاهَدُوا (3:142) | وَالْمُجَاهِدُونَ (4:95)
عون,41,وَاسْتَعِينُوا,واستعينوا,اسْتَعِينُ,2:45:1,استفعل,0.903,عَوَانٌ (2:68) | اسْتَعِينُوا (2:153)
فرق,41,وَالْفُرْقَانَ,والفرقان,فُرْقَانَ,2:53:5,فعلان,1.000,فَفَرِيقَاً (2:87) | وَفَرِيقَاً (2:87)
مكر,41,وَمَكَرُوا,ومكروا,مَكَرُ,3:54:1,فعل,1.000,وَمَكَرَ (3:54) | لِيَمْكُرُوا (6:123)
هود,41,اهْدِنَا,اهدنا,اهْدِ,1:6:1,فعل,0.880,هَادُوا (2:62) | لَمُهْتَدُونَ (2:70)
فتر,40,يَفْتَرُونَ,يفترون,فْتَرُ,3:24:15,فعل,0.920,يَفْتَرُونَ (4:50) | فَتْرَةٍ (5:19)
فسه,40,نَفْسَهُ,نفسه,فْسَهُ,2:130:9,فعل,0.800,نَفْسَهُ (2:207) | نَفْسَهُ (2:231)
فلح,40,الْمُفْلِحُونَ,المفلحون,مُفْلِحُ,2:5:8,مفعل,1.000,تُفْلِحُونَ (2:189) | الْمُفْلِحُونَ (3:104)
مسك,40,وَالْمَسَاكِينِ,والمساكين,مَسَاكِ,2:83:15,فعال,1.000,وَالْمَسَاكِينَ (2:177) | مِسْكِينٍ (2:184)
ويل,40,فَوَيْلٌ,فويل,وَيْلٌ,2:79:1,فعل,1.000,وَوَيْلٌ (2:79) | مَوَالِيَ (4:33)
ءلق,39,وَأَلْقَوْا,وألقوا,أَلْقَ,4:90:28,فعل,0.900,أَلْقَى (4:94) | فَأَلْقَى (7:107)
حزن,39,يَحْزَنُونَ,يحزنون,حْزَنُ,2:38:17,فعل,0.920,يَحْزَنُونَ (2:62) | يَحْزَنُونَ (2:112)
ذنب,39,بِذُنُوبِهِمْ,بذنوبهم,ذُنُوبِ,3:11:11,فعول,1.000,ذُنُوبَنَا (3:16) | ذُنُوبَكُمْ (3:31)
سلط,39,سُلْطَانَاً,سلطانا,سُلْطَانَ,3:151:14,فعلان,1.000,لَسَلَّطَهُمْ (4:90) | سُلْطَانَاً (4:91)
شرب,39,مَشْرَبَهُمْ,مشربهم,مَشْرَبَ,2:60:18,مفعل,1.000,وَاشْرَبُوا (2:60) | وَأُشْرِبُوا (2:93)
شعر,39,يَشْعُرُونَ,يشعرون,شْعُرُ,2:9:10,فعل,0.920,يَشْعُرُونَ (2:12) | تَشْعُرُونَ (2:154)
كره,38,كُرْهٌ,كره,كُرْهٌ,2:216:5,فعل,1.000,تَكْرَهُوا (2:216) | وَكَرْهَاً (3:83)
ندو,38,فَنَادَتْهُ,فنادته,نَادَ,3:39:1,فعل,0.990,مُنَادِيَاً (3:193) | يُنَادِي (3:193)
عدد,37,أُعِدَّتْ,أعدت,أُعِدَّ,2:24:12,افعل,1.000,مَعْدُودَةً (2:80) | مَعْدُودَاتٍ (2:184)
فسق,37,الْفَاسِقِينَ,الفاسقين,فَاسِقِ,2:26:39,فاعل,1.000,يَفْسُقُونَ (2:59) | الْفَاسِقُونَ (2:99)
مرء,37,الْمَرْءِ,المرء,مَرْءِ,2:102:41,فعل,1.000,امْرَأَتُ (3:35) | وَامْرَأَتِي (3:40)
ءذن,36,آذَانِهِمْ,آذانهم,ءَاذَانِ,2:19:12,فاعال,0.973,فَأْذَنُوا (2:279) | آذَانَ (4:119)
ترى,36,فَتَرَى,فترى,تَرَى,5:52:1,فعل,1.000,وَتَرَى (5:62) | تَرَى (5:80)
حدث,36,أَتُحَدِّثُونَهُمْ,أتحدثونهم,حَدِّثُونَ,2:76:13,فعل,1.000,حَدِيثَاً (4:42) | حَدِيثَاً (4:78)
زيد,36,فَزَادَهُمُ,فزادهم,زَادَ,2:10:4,فعل,1.000,وَتَزَوَّدُوا (2:197) | الزَّادِ (2:197)
عتد,36,يَعْتَدُونَ,يعتدون,عْتَدُ,2:61:59,فعل,0.920,اعْتَدَوْا (2:65) | تَعْتَدُوا (2:190)
قطع,36,وَيَقْطَعُونَ,ويقطعون,قْطَعُ,2:27:8,فعل,0.920,وَتَقَطَّعَتْ (2:166) | لِيَقْطَعَ (3:127)
صدد,35,تَصُدُّونَ,تصدون,تَصُدُّ,3:99:5,تفعل,1.000,صَدَّ (4:55) | يَصُدُّونَ (4:61)
غفل,35,بِغَافِلٍ,بغافل,غَافِلٍ,2:74:35,فاعل,1.000,بِغَافِلٍ (2:85) | بِغَافِلٍ (2:140)
كيل,35,وَمِيكَالَ,وميكال,مِيكَالَ,2:98:8,مفعال,0.968,لِكَيْلَا (3:153) | وَكِيلَاً (4:81)
نكر,35,الْمُنْكَرِ,المنكر,مُنْكَرِ,3:104:11,مفعل,1.000,الْمُنْكَرِ (3:110) | الْمُنْكَرِ (3:114)
بطل,34,بِالْبَاطِلِ,بالباطل,بَاطِلِ,2:42:4,فاعل,1.000,بِالْبَاطِلِ (2:188) | تُبْطِلُوا (2:264)
خشي,34,خَشْيَةِ,خشية,خَشْيَ,2:74:31,فعل,1.000,تَخْشَوْهُمْ (2:150) | وَاخْشَوْنِي (2:150)
سبق,34,فَاسْتَبِقُوا,فاستبقوا,اسْتَبِقُ,2:148:5,افتعل,0.757,فَاسْتَبِقُوا (5:48) | سَبَقَكُمْ (7:80)
سرر,34,تَسُرُّ,تسر,سُرُّ,2:69:17,فعل,0.973,يُسِرُّونَ (2:77) | سِرَّاً (2:235)
ييء,34,سَيِّئَةً,سيئة,يِّئَ,2:81:4,فعل,0.846,سَيِّئَاتِكُمْ (2:271) | سَيِّئَةٌ (3:120)
ردد,33,يُرَدُّونَ,يردون,رَدُّ,2:85:41,فعل,0.973,يَرُدُّونَكُمْ (2:109) | بِرَدِّهِنَّ (2:228)
شمس,33,بِالشَّمْسِ,بالشمس,شَمْسِ,2:258:29,فعل,1.000,الشَّمْسَ (6:78) | وَالشَّمْسَ (6:96)
عرش,33,عُرُوشِهَا,عروشها,عُرُوشِ,2:259:9,فعول,1.000,مَعْرُوشَاتٍ (6:141) | الْعَرْشِ (7:54)
قسم,33,الْقِسْمَةَ,القسمة,قِسْمَ,4:8:3,فعل,1.000,تَسْتَقْسِمُوا (5:3) | أَقْسَمُوا (5:53)
بتغ,32,وَابْتَغُوا,وابتغوا,ابْتَغُ,2:187:26,افعل,0.925,تَبْتَغُوا (2:198) | يَبْتَغِ (3:85)
ثلث,32,ثَلَاثَةِ,ثلاثة,ثَلَاثَ,2:196:49,فعال,1.000,ثَلَاثَةَ (2:228) | ثَلَاثَةَ (3:41)
سكن,32,اسْكُنْ,اسكن,سْكُنْ,2:35:3,فعل,0.920,وَالْمَسْكَنَةُ (2:61) | سَكِينَةٌ (2:248)
فصل,32,فِصَالَاً,فصالا,فِصَالَ,2:233:36,فعال,1.000,نُفَصِّلُ (6:55) | الْفَاصِلِينَ (6:57)
كفي,32,فَسَيَكْفِيكَهُمُ,فسيكفيكهم,كْفِيكَ,2:137:15,فعل,1.000,يَكْفِيَكُمْ (3:124) | وَكَفَى (4:6)
نصب,32,نَصِيبٌ,نصيب,نَصِيبٌ,2:202:3,فعيل,1.000,نَصِيبَاً (3:23) | نَصِيبٌ (4:7)
ودد,32,يَوَدُّ,يود,وَدُّ,2:96:9,فعل,0.973,يَوَدُّ (2:105) | وَدَّ (2:109)
تول,31,تَوَلَّوْا,تولوا,تَوَلَّ,2:137:10,فعل,1.000,تَوَلَّوْا (2:246) | تَوَلَّوْا (3:20)
خلص,31,خَالِصَةً,خالصة,خَالِصَ,2:94:9,فاعل,1.000,مُخْلِصُونَ (2:139) | وَأَخْلَصُوا (4:146)
ريب,31,رَيْبَ,ريب,رَيْبَ,2:2:4,فعل,1.000,رَيْبٍ (2:23) | رَيْبَ (3:9)
شفع,31,شَفَاعَةٌ,شفاعة,شَفَاعَ,2:48:12,فعال,1.000,شَفَاعَةٌ (2:123) | شَفَاعَةٌ (2:254)
غلب,31,غَلَبَتْ,غلبت,غَلَبَ,2:249:53,فعل,1.000,سَتُغْلَبُونَ (3:12) | غَالِبَ (3:160)
قعد,31,الْقَوَاعِدَ,القواعد,قَوَاعِدَ,2:127:4,فواعل,0.973,مَقَاعِدَ (3:121) | وَقَعَدُوا (3:168)
لعن,31,لَعَنَهُمُ,لعنهم,لَعَنَ,2:88:5,فعل,1.000,فَلَعْنَةُ (2:89) | يَلْعَنُهُمُ (2:159)
هجر,31,هَاجَرُوا,هاجروا,هَاجَرُ,2:218:5,فاعل,1.000,هَاجَرُوا (3:195) | وَاهْجُرُوهُنَّ (4:34)
وحي,31,أَوْحَيْنَا,أوحينا,أَوْحَيْ,4:163:2,افعل,1.000,وَأَوْحَيْنَا (4:163) | أَوْحَيْتُ (5:111)
ءتا,30,وَآتَاهُ,وآتاه,ءَاتَا,2:251:7,فاعل,1.000,آتَاهُ (2:258) | فَآتَاهُمُ (3:148)
ءفك,30,يُؤْفَكُونَ,يؤفكون,ؤْفَكُ,5:75:25,فعل,0.920,تُؤْفَكُونَ (6:95) | يَأْفِكُونَ (7:117)
ءنث,30,وَالْأُنْثَى,والأنثى,أُنْثَى,2:178:13,فعلى,1.000,بِالْأُنْثَى (2:178) | أُنْثَى (3:36)
جنب,30,جُنُوبِهِمْ,جنوبهم,جُنُوبِ,3:191:7,فعول,1.000,الْجُنُبِ (4:36) | بِالْجَنْبِ (4:36)
حوي,30,الْحَيُّ,الحي,حَيُّ,2:255:6,فعل,0.998,الْحَيُّ (3:2) | الْحَيَّ (3:27)
ذات,30,بِذَاتِ,بذات,ذَاتِ,3:119:26,فعل,0.900,بِذَاتِ (3:154) | بِذَاتِ (5:7)
روا,30,يَرَوْا,يروا,رَوْا,6:6:2,فعل,1.000,يَرَوْا (6:25) | يَرَوْا (7:146)
صرف,30,وَتَصْرِيفِ,وتصريف,صْرِيفِ,2:164:34,فعيل,0.977,صَرَفَكُمْ (3:152) | يُصْرَفْ (6:16)
طهر,30,مُطَهَّرَةٌ,مطهرة,مُطَهَّرَ,2:25:31,مفعل,1.000,طَهِّرَا (2:125) | تَطَهَّرْنَ (2:222)
لبث,30,لَبِثْتَ,لبثت,لَبِثْ,2:259:25,فعل,1.000,لَبِثْتُ (2:259) | لَبِثْتُ (10:16)
ءذي,29,أَذَىً,أذى,أَذَىً,2:196:24,فعل,1.000,أَذَىً (2:222) | أَذَىً (2:262)
ءما,29,فَإِمَّا,فإما,إِمَّا,2:38:5,فعل,1.000,وَإِمَّا (6:68) | إِمَّا (7:35)
برء,29,بَارِئِكُمْ,بارئكم,بَارِئِ,2:54:13,فاعل,1.000,تَبَرَّأَ (2:166) | فَنَتَبَرَّأَ (2:167)
جدل,29,جِدَالَ,جدال,جِدَالَ,2:197:13,فعال,1.000,تُجَادِلْ (4:107) | جَادَلْتُمْ (4:109)
جند,29,بِالْجُنُودِ,بالجنود,جُنُودِ,2:249:4,فعول,1.000,وَجُنُودِهِ (2:249) | وَجُنُودِهِ (2:250)
حيث,29,حَيْثُ,حيث,حَيْثُ,2:35:10,فعل,1.000,حَيْثُ (2:58) | حَيْثُ (2:149)
رفع,29,وَرَفَعْنَا,ورفعنا,رَفَعْ,2:63:4,فعل,1.000,وَرَفَعْنَا (2:93) | يَرْفَعُ (2:127)
رين,29,يَرَوْنَ,يرون,رَوْنَ,2:165:22,فعل,1.000,يَرَوْنَهُمْ (3:13) | تَرَوْنَهُمْ (7:27)
فتح,29,يَسْتَفْتِحُونَ,يستفتحون,سْتَفْتِحُ,2:89:13,فعل,0.892,فَتْحٌ (4:141) | بِالْفَتْحِ (5:52)
ءبد,28,أَبَدَاً,أبدا,أَبَدَ,2:95:3,فعل,1.000,أَبَدَاً (4:57) | أَبَدَاً (4:122)
ءشر,28,أَشْرَكُوا,أشركوا,أَشْرَكُ,2:96:8,فعل,1.000,أَشْرَكُوا (3:151) | أَشْرَكُوا (3:186)
برر,28,بِالْبِرِّ,بالبر,بِرِّ,2:44:3,فعل,0.973,الْبِرَّ (2:177) | الْبِرُّ (2:189)
بعد,28,بَعِيدٍ,بعيد,بَعِيدٍ,2:176:14,فعيل,1.000,بَعِيدَاً (3:30) | بَعِيدَاً (4:60)
ثقل,28,مِثْقَالَ,مثقال,مِثْقَالَ,4:40:5,مفعال,1.000,ثَقُلَتْ (7:8) | ثِقَالَاً (7:57)
سبع,28,سَبْعَ,سبع,سَبْعَ,2:29:14,فعل,1.000,وَسَبْعَةٍ (2:196) | سَبْعَ (2:261)
صور,28,يُصَوِّرُكُمْ,يصوركم,صَوِّرُ,3:6:3,فعل,1.000,نَاصِرِينَ (3:22) | نَاصِرِينَ (3:56)
عدل,28,عَدْلٌ,عدل,عَدْلٌ,2:48:16,فعل,1.000,عَدْلٌ (2:123) | بِالْعَدْلِ (2:282)
عسى,28,وَعَسَى,وعسى,عَسَى,2:216:7,فعل,1.000,فَعَسَى (4:19) | عَسَى (4:84)
قصص,28,الْقِصَاصُ,القصاص,قِصَاصُ,2:178:6,فعال,1.000,الْقِصَاصِ (2:179) | قِصَاصٌ (2:194)
كيد,28,كَيْدُهُمْ,كيدهم,كَيْدُ,3:120:15,فعل,1.000,كَيْدَ (4:76) | كَيْدِي (7:183)
مصر,28,الْمَصِيرُ,المصير,مَصِيرُ,2:126:30,فعيل,1.000,الْمَصِيرُ (2:285) | الْمَصِيرُ (3:28)
نشء,28,وَأَنْشَأْنَا,وأنشأنا,أَنْشَأْ,6:6:27,افعل,1.000,أَنْشَأَكُمْ (6:98) | أَنْشَأَكُمْ (6:133)
هون,28,مُهِينٌ,مهين,مُهِينٌ,2:90:27,مفعل,1.000,مُهِينٌ (3:178) | مُهِينٌ (4:14)
ءوه,27,أَهْوَاءَهُمْ,أهواءهم,أَهْوَاءَ,2:120:18,فعلاء,1.000,أَهْوَاءَهُمْ (2:145) | إِيَّاهُ (2:172)
اذا,27,مَاذَا,ماذا,مَاذَا,2:26:24,مفعل,1.000,مَاذَا (2:215) | مَاذَا (2:219)
بوب,27,الْبَابَ,الباب,بَابَ,2:58:12,فعل,1.000,أَبْوَابِهَا (2:189) | الْبَابَ (4:154)
ترك,27,وَتَرَكَهُمْ,وتركهم,تَرَكَ,2:17:13,فعل,1.000,تَرَكَ (2:180) | تَرَكَ (2:248)
شرر,27,شَرٌّ,شر,شَرٌّ,2:216:19,فعل,0.973,شَرٌّ (3:180) | شَرٌّ (5:60)
ظلل,27,وَظَلَّلْنَا,وظللنا,ظَلَّلْ,2:57:1,فعل,1.000,ظُلَلٍ (2:210) | ظِلَّاً (4:57)
عجب,27,يُعْجِبُكَ,يعجبك,عْجِبُ,2:204:4,فعل,0.920,أَعْجَبَتْكُمْ (2:221) | أَعْجَبَكُمْ (2:221)
عشر,27,عَشْرَةَ,عشرة,عَشْرَ,2:60:12,فعل,1.000,عَشَرَةٌ (2:196) | وَعَشْرَاً (2:234)
غشو,27,غِشَاوَةٌ,غشاوة,غِشَاوَ,2:7:9,فعال,1.000,يَغْشَى (3:154) | غَوَاشٍ (7:41)
قمر,27,الْقَمَرَ,القمر,قَمَرَ,6:77:3,فعل,1.000,وَالْقَمَرَ (6:96) | وَالْقَمَرَ (7:54)
ورق,27,فَرِيقٌ,فريق,رِيقٌ,2:75:7,فعل,0.990,فَرِيقَاً (2:85) | فَرِيقٌ (2:100)
وفي,27,تُوَفَّى,توفى,تُوَفَّى,2:281:8,فعل,1.000,وَوُفِّيَتْ (3:25) | مُتَوَفِّيكَ (3:55)
ءنم,26,أَنَّمَا,أنما,أَنَّمَا,3:178:5,فعل,1.000,فَكَأَنَّمَا (5:32) | أَنَّمَا (5:49)
بغي,26,بَغْيَاً,بغيا,بَغْيَ,2:90:10,فعل,1.000,بَاغٍ (2:173) | بَغْيَاً (2:213)
ثوب,26,مَثَابَةً,مثابة,مَثَابَ,2:125:4,مفعل,1.000,ثَوَابَ (3:145) | ثَوَابَ (3:148)
جحم,26,الْجَحِيمِ,الجحيم,جَحِيمِ,2:119:10,فعيل,1.000,الْجَحِيمِ (5:10) | الْجَحِيمِ (5:86)
سوق,26,فُسُوقَ,فسوق,سُوقَ,2:197:11,فعل,1.000,فُسُوقٌ (2:282) | فَاسِقُونَ (5:59)
شجر,26,الشَّجَرَةَ,الشجرة,شَجَرَ,2:35:15,فعل,1.000,شَجَرَ (4:65) | الشَّجَرَةَ (7:19)
طءف,26,لِلطَّائِفِينَ,للطائفين,طَّائِفِ,2:125:19,فاعل,0.925,طَائِفَةٌ (3:69) | طَائِفَةٌ (3:72)
عجز,26,أَعَجَزْتُ,أعجزت,أَعَجَزْ,5:31:14,افعل,1.000,بِمُعْجِزِينَ (6:134) | يُعْجِزُونَ (8:59)
قرن,26,قَرِينَاً,قرينا,قَرِينَ,4:38:16,فعيل,1.000,قَرْنٍ (6:6) | قَرْنَاً (6:6)
هلك,26,التَّهْلُكَةِ,التهلكة,تَهْلُكَ,2:195:9,فعل,1.000,وَيُهْلِكَ (2:205) | هَلَكَ (4:176)
