surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
أَبَانَا,أبانا,UNKNOWN,NOUN_FIVE,,ابو,فعل,,ACCUSATIVE,SUBJ_COP_PART,MASAQ:30302,Full,Certificate,12:8:12,
أَبَاهُ,أباه,UNKNOWN,NOUN_FIVE,,ابو,فعل,,ACCUSATIVE,OBJ,MASAQ:31155,Full,Certificate,12:61:4,
أَبَاهُمْ,أباهم,UNKNOWN,NOUN_FIVE,,ابو,فعل,,ACCUSATIVE,OBJ,MASAQ:30396,Full,Certificate,12:16:2,
أَبَاً,أبا,ISM_MUARAB,NOUN_CONCRETE,,ابو,فعل,,ACCUSATIVE,SUBJ_COP_PART,MASAQ:31454,Full,Certificate,12:78:6,
أَبَدَاً,أبدا,HARF,ADV,,ءبد,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:1621,Full,Certificate,2:95:3,
أَبَشَرٌ,أبشر,ISM_MUARAB,NOUN_CONCRETE,,بشر,فعل,,NOMINATIVE,AGNT,MASAQ:72102,None,Certificate,64:6:8,
أَبَشَرَاً,أبشرا,ISM_MUARAB,NOUN_CONCRETE,,بشر,فعل,,ACCUSATIVE,OBJ,MASAQ:68670,Partial,Hypothesis,54:24:2,
أَبَشَّرْتُمُونِي,أبشرتموني,FIIL,PV,,بشر,فعل,PV,INVARIABLE,,MASAQ:34063,None,Certificate,15:54:2,
أَبَعَثَ,أبعث,FIIL,PV,,بعث,فعل,PV,INVARIABLE,,MASAQ:37480,None,Certificate,17:94:12,
أَبَقَ,أبق,FIIL,PV,,ءبق,فعل,PV,INVARIABLE,,MASAQ:58371,Full,Certificate,37:140:2,
أَبَوَاهُ,أبواه,UNKNOWN,NOUN_FIVE,,ابو,فعل,,NOMINATIVE,AGNT,MASAQ:9910,Partial,Hypothesis,4:11:40,
أَبَوَيْكَ,أبويك,ISM_MUARAB,NOUN_CONCRETE,,أبو,فعل,,GENITIVE,PREP_OBJ,MASAQ:30275,Partial,Hypothesis,12:6:17,
أَبَوَيْكُمْ,أبويكم,ISM_MUARAB,NOUN_CONCRETE,,أبو,فعل,,ACCUSATIVE,OBJ,MASAQ:19643,Partial,Hypothesis,7:27:8,
أَبَوَيْهِ,أبويه,ISM_MUARAB,NOUN_CONCRETE,,أبو,فعل,,ACCUSATIVE,OBJ,MASAQ:31769,Partial,Hypothesis,12:99:7,
أَبَى,أبى,FIIL,PV,,أبو,فعل,PV,INVARIABLE,,MASAQ:539,Full,Certificate,2:34:9,
أَبُوكِ,أبوك,UNKNOWN,NOUN_FIVE,,ابو,فعل,,NOMINATIVE,SUBJ_COP_V,MASAQ:39595,Full,Certificate,19:28:5,
أَبُوهُمَا,أبوهما,UNKNOWN,NOUN_FIVE,,ابو,فعل,,NOMINATIVE,SUBJ_COP_V,MASAQ:38973,Full,Certificate,18:82:13,
أَبُوهُمْ,أبوهم,UNKNOWN,NOUN_FIVE,,ابو,فعل,,NOMINATIVE,AGNT,MASAQ:31289,Full,Certificate,12:68:6,
أَبِاللَّهِ,أبالله,JAMID,NOUN_PROP,,بلل,فاعل,,GENITIVE,PREP_OBJ,MASAQ:25132,None,Certificate,9:65:9,
أَبِي,أبي,UNKNOWN,NOUN_FIVE,,ابو,فعل,,NOMINATIVE,AGNT,MASAQ:31506,None,Certificate,12:80:30,
أَبِيكُمْ,أبيكم,UNKNOWN,NOUN_FIVE,,ابو,فعل,,GENITIVE,GEN_CONS,MASAQ:30314,Full,Certificate,12:9:9,
أَبِينَا,أبينا,UNKNOWN,NOUN_FIVE,,ابو,فعل,,GENITIVE,PREP_OBJ,MASAQ:30297,Full,Certificate,12:8:7,
أَبِيهِمْ,أبيهم,UNKNOWN,NOUN_FIVE,,ابو,فعل,,GENITIVE,PREP_OBJ,MASAQ:31175,Full,Certificate,12:63:4,
أَبْتَغِي,أبتغي,FIIL,IV,,بتغ,فعل,IV,NOMINATIVE,IV,MASAQ:18240,None,Certificate,6:114:3,
أَبْحُرٍ,أبحر,ISM_MUARAB,NOUN_CONCRETE,,بحر,فعل,,GENITIVE,GEN_CONS,MASAQ:53466,Full,Certificate,31:27:13,
أَبْرَحَ,أبرح,FIIL,IV,,برح,فعل,IV,ACCUSATIVE,IV,MASAQ:31501,None,Certificate,12:80:25,
أَبْرَحُ,أبرح,FIIL,IV,,برح,فعل,IV,NOMINATIVE,IV,MASAQ:38699,None,Certificate,18:60:6,
أَبْرَمُوا,أبرموا,FIIL,PV,,برم,فعل,PV,INVARIABLE,,MASAQ:64088,Full,Certificate,43:79:2,
أَبْصَارَهُمْ,أبصارهم,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,ACCUSATIVE,OBJ,MASAQ:238,Full,Certificate,2:20:4,
أَبْصَارُ,أبصار,ISM_MUARAB,NOUN_CONCRETE,,بصر,إفعال,,NOMINATIVE,AGNT,MASAQ:42659,Full,Certificate,21:97:7,
أَبْصَارُكُمْ,أبصاركم,ISM_MUARAB,GERUND,,بصر,إفعال,,NOMINATIVE,CONJ_N,MASAQ:61970,Full,Certificate,41:22:9,
أَبْصَارُنَا,أبصارنا,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,NOMINATIVE,PASS_SUBJ,MASAQ:33785,Full,Certificate,15:15:4,
أَبْصَارُهَا,أبصارها,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,NOMINATIVE,SUBJ,MASAQ:75676,Full,Certificate,79:9:1,
أَبْصَارُهُمْ,أبصارهم,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,NOMINATIVE,PASS_SUBJ,MASAQ:20065,Full,Certificate,7:47:3,
أَبْصَارِهِمْ,أبصارهم,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,GENITIVE,PREP_OBJ,MASAQ:84,Full,Certificate,2:7:8,
أَبْصَارِهِنَّ,أبصارهن,ISM_MUARAB,NOUN_ABSTRACT,,بصر,إفعال,,GENITIVE,PREP_OBJ,MASAQ:45618,Full,Certificate,24:31:5,
أَبْصَرَ,أبصر,FIIL,PV,,بصر,فعل,PV,INVARIABLE,,MASAQ:18079,Full,Certificate,6:104:7,
أَبْصَرْنَا,أبصرنا,FIIL,PV,,بصر,فعل,PV,INVARIABLE,,MASAQ:53766,Full,Certificate,32:12:10,
أَبْصِرْ,أبصر,FIIL,CV,,بصر,فعل,CV,INVARIABLE,CV,MASAQ:38138,Full,Certificate,18:26:10,
أَبْغِي,أبغي,FIIL,IV,,ءبغ,فعل,IV,NOMINATIVE,IV,MASAQ:19280,None,Certificate,6:164:4,
أَبْغِيكُمْ,أبغيكم,FIIL,IV,,بغي,فعل,IV,NOMINATIVE,IV,MASAQ:21439,Partial,Hypothesis,7:140:4,
أَبْقَى,أبقى,FIIL,PV,,بقي,فعل,PV,INVARIABLE,,MASAQ:68481,Full,Certificate,53:51:3,
أَبْكَارَاً,أبكارا,ISM_MUARAB,ADJ_QUALIT,,بكر,إفعال,,ACCUSATIVE,OBJ,MASAQ:69335,Full,Certificate,56:36:2,
أَبْكَمُ,أبكم,ISM_MUARAB,ADJ_QUALIT,,ابو,فعل,,NOMINATIVE,PRED,MASAQ:35372,None,Certificate,16:76:6,
أَبْلَغُوا,أبلغوا,FIIL,PV,,بلغ,فعل,PV,INVARIABLE,,MASAQ:74430,Full,Certificate,72:28:4,
أَبْلَغْتُكُمْ,أبلغتكم,FIIL,PV,,بلغ,فعل,PV,INVARIABLE,,MASAQ:20621,Full,Certificate,7:79:6,
أَبْلُغَ,أبلغ,FIIL,IV,,بلغ,فعل,IV,ACCUSATIVE,IV,MASAQ:38701,None,Certificate,18:60:8,
أَبْلُغُ,أبلغ,FIIL,IV,,بلغ,فعل,IV,NOMINATIVE,IV,MASAQ:61016,None,Certificate,40:36:8,
أَبْلِغْهُ,أبلغه,FIIL,CV,,بلغ,فعل,CV,INVARIABLE,CV,MASAQ:24024,Full,Certificate,9:6:12,
أَبْنَاءَ,أبناء,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,ACCUSATIVE,OBJ,MASAQ:60798,Full,Certificate,40:25:8,
أَبْنَاءَكُمْ,أبناءكم,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,ACCUSATIVE,OBJ,MASAQ:733,Full,Certificate,2:49:10,
أَبْنَاءَنَا,أبناءنا,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,ACCUSATIVE,OBJ,MASAQ:7200,Full,Certificate,3:61:13,
أَبْنَاءَهُمُ,أبناءهم,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,ACCUSATIVE,OBJ,MASAQ:16569,Full,Certificate,6:20:7,
أَبْنَاءَهُمْ,أبناءهم,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,ACCUSATIVE,OBJ,MASAQ:2672,Full,Certificate,2:146:7,
أَبْنَاءُ,أبناء,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,NOMINATIVE,PRED,MASAQ:13985,Full,Certificate,5:18:5,
أَبْنَاءِ,أبناء,ISM_MUARAB,NOUN_CONCRETE,,بنو,إفعال,,GENITIVE,CONJ_N,MASAQ:45645,Full,Certificate,24:31:32,
أَبْنَائِكُمُ,أبنائكم,ISM_MUARAB,NOUN_CONCRETE,,بنء,إفعال,,GENITIVE,GEN_CONS,MASAQ:10258,Full,Certificate,4:23:38,
أَبْنَائِهِنَّ,أبنائهن,ISM_MUARAB,NOUN_CONCRETE,,بنء,إفعال,,GENITIVE,CONJ_N,MASAQ:45643,Full,Certificate,24:31:30,
أَبْوَابٍ,أبواب,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:31266,Full,Certificate,12:67:10,
أَبْوَابَ,أبواب,ISM_MUARAB,NOUN_ABSTRACT,,,,,ACCUSATIVE,OBJ,MASAQ:16959,Full,Certificate,6:44:8,
أَبْوَابَاً,أبوابا,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,CONJ_N,MASAQ:63680,Full,Certificate,43:34:2,
أَبْوَابُ,أبواب,ISM_MUARAB,NOUN_ABSTRACT,,,,,NOMINATIVE,PASS_SUBJ,MASAQ:19932,Full,Certificate,7:40:10,
أَبْوَابُهَا,أبوابها,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,PASS_SUBJ,MASAQ:60384,Full,Certificate,39:71:11,
أَبْوَابِهَا,أبوابها,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:3544,Full,Certificate,2:189:23,
أَتَأْتُونَ,أتأتون,FIIL,IV,,أتت,فعل,IV,NOMINATIVE,IV,MASAQ:20634,Full,Certificate,7:80:5,
أَتَأْخُذُونَهُ,أتأخذونه,FIIL,IV,,ءخذ,فعل,IV,NOMINATIVE,IV,MASAQ:10189,Partial,Hypothesis,4:20:14,
أَتَأْمُرُونَ,أتأمرون,FIIL,IV,,ءمر,فعل,IV,NOMINATIVE,IV,MASAQ:667,Full,Certificate,2:44:1,
أَتَاكَ,أتاك,FIIL,PV,,توك,فعل,PV,INVARIABLE,,MASAQ:40339,None,Certificate,20:9:2,
أَتَاكُمْ,أتاكم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:16903,Partial,Hypothesis,6:40:4,
أَتَانَا,أتانا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:74848,None,Certificate,74:47:2,
أَتَاهَا,أتاها,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:26911,Partial,Hypothesis,10:24:28,
أَتَاهُمْ,أتاهم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:16793,Partial,Hypothesis,6:34:12,
أَتَبْنُونَ,أتبنون,FIIL,IV,,بنو,فعل,IV,NOMINATIVE,IV,MASAQ:48127,Full,Certificate,26:128:1,
أَتَتَّخِذُ,أتتخذ,FIIL,IV,,تتخذ,فعلل,IV,NOMINATIVE,IV,MASAQ:17522,Partial,Hypothesis,6:74:6,
أَتَتَّخِذُنَا,أتتخذنا,FIIL,IV,,تتخذ,فعلل,IV,NOMINATIVE,IV,MASAQ:1056,Partial,Hypothesis,2:67:12,
أَتَتْ,أتت,FIIL,PV,,أتت,فعل,PV,INVARIABLE,,MASAQ:67715,Full,Certificate,51:42:5,
أَتَتْكَ,أتتك,FIIL,PV,,تتك,فعل,PV,INVARIABLE,,MASAQ:41507,None,Certificate,20:126:3,
أَتَتْكُمُ,أتتكم,FIIL,PV,,كمم,فعل,PV,INVARIABLE,,MASAQ:16907,Partial,Hypothesis,6:40:8,
أَتَتْهُمْ,أتتهم,FIIL,PV,,همم,فعل,PV,INVARIABLE,,MASAQ:25235,Partial,Hypothesis,9:70:16,
أَتَجْعَلُ,أتجعل,FIIL,IV,,جعل,فعل,IV,NOMINATIVE,IV,MASAQ:463,Full,Certificate,2:30:11,
أَتَخْشَوْنَهُمْ,أتخشونهم,FIIL,IV,,خشو,فعل,IV,NOMINATIVE,IV,MASAQ:24136,Partial,Hypothesis,9:13:13,
أَتَدْعُونَ,أتدعون,FIIL,IV,,دعع,فعل,IV,NOMINATIVE,IV,MASAQ:58311,Full,Certificate,37:125:1,
أَتَذَرُ,أتذر,FIIL,IV,,ذرر,فعل,IV,NOMINATIVE,IV,MASAQ:21217,Partial,Hypothesis,7:127:6,
أَتَسْتَبْدِلُونَ,أتستبدلون,FIIL,IV,,بدل,فعل,IV,NOMINATIVE,IV,MASAQ:936,Full,Certificate,2:61:24,
أَتَصْبِرُونَ,أتصبرون,FIIL,IV,,صبر,فعل,IV,NOMINATIVE,IV,MASAQ:46739,Partial,Hypothesis,25:20:17,
أَتَعِدَانِنِي,أتعدانني,FIIL,IV,,عدو,فعل,IV,NOMINATIVE,IV,MASAQ:65310,Partial,Hypothesis,46:17:6,
أَتَعْبُدُونَ,أتعبدون,FIIL,IV,,عبد,فعل,IV,NOMINATIVE,IV,MASAQ:15293,Full,Certificate,5:76:2,
أَتَعْجَبِينَ,أتعجبين,FIIL,IV,,عجب,فعل,IV,NOMINATIVE,IV,MASAQ:29463,Full,Certificate,11:73:2,
أَتَعْلَمُونَ,أتعلمون,FIIL,IV,,علم,فعل,IV,NOMINATIVE,IV,MASAQ:20573,Full,Certificate,7:75:12,
أَتَقُولُونَ,أتقولون,FIIL,IV,,قول,فعل,IV,NOMINATIVE,IV,MASAQ:19682,Full,Certificate,7:28:17,
أَتَقْتُلُونَ,أتقتلون,FIIL,IV,,قتل,فعل,IV,NOMINATIVE,IV,MASAQ:60849,Full,Certificate,40:28:9,
أَتَمَّهَا,أتمها,FIIL,PV,,تمم,فعل,PV,INVARIABLE,,MASAQ:30273,Partial,Hypothesis,12:6:15,
أَتَنْهَانَا,أتنهانا,FIIL,IV,,نهي,فعل,IV,NOMINATIVE,IV,MASAQ:29304,Full,Certificate,11:62:9,
أَتَهْتَدِي,أتهتدي,FIIL,IV,,هتد,فعل,IV,NOMINATIVE,IV,MASAQ:49192,Partial,Hypothesis,27:41:6,
أَتَوَاصَوْا,أتواصوا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:67799,Partial,Hypothesis,51:53:1,
أَتَوَكَّأُ,أتوكأ,FIIL,IV,,وكأ,فعل,IV,NOMINATIVE,IV,MASAQ:40418,Partial,Hypothesis,20:18:4,
أَتَوْا,أتوا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:9451,None,Certificate,3:188:6,
أَتَوْكَ,أتوك,FIIL,PV,,توك,فعل,PV,INVARIABLE,,MASAQ:25642,None,Certificate,9:92:6,
أَتَوْهُ,أتوه,FIIL,PV,,توه,فعل,PV,INVARIABLE,,MASAQ:49756,None,Certificate,27:87:17,
أَتَى,أتى,FIIL,PV,,أتي,فعل,PV,INVARIABLE,,MASAQ:34335,Full,Certificate,16:1:1,
أَتَيَا,أتيا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:38892,None,Certificate,18:77:4,
أَتَيْتَ,أتيت,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:2635,Partial,Hypothesis,2:145:2,
أَتَيْنَ,أتين,FIIL,PV,,تين,فعل,PV,INVARIABLE,,MASAQ:10354,None,Certificate,4:25:38,
أَتَيْنَا,أتينا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:42167,None,Certificate,21:47:16,
أَتَيْنَاهُمْ,أتيناهم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:44735,Partial,Hypothesis,23:71:11,
أَتُتْرَكُونَ,أتتركون,FIIL,IV,,ترك,فعل,IV,NOMINATIVE,IV_PASS,MASAQ:48219,Full,Certificate,26:146:1,
أَتُجَادِلُونَنِي,أتجادلونني,FIIL,IV,,جدل,فاعل,IV,NOMINATIVE,IV,MASAQ:20472,Partial,Hypothesis,7:71:9,
أَتُحَاجُّونَنَا,أتحاجوننا,FIIL,IV,,حوج,فعل,IV,NOMINATIVE,IV,MASAQ:2476,Partial,Hypothesis,2:139:2,
أَتُحَاجُّونِّي,أتحاجوني,FIIL,IV,,حوج,فعل,IV,NOMINATIVE,,MASAQ:17606,Partial,Hypothesis,6:80:4,
أَتُحَدِّثُونَهُمْ,أتحدثونهم,FIIL,IV,,حدث,فعل,IV,NOMINATIVE,IV,MASAQ:1236,Partial,Hypothesis,2:76:13,
أَتُرِيدُ,أتريد,FIIL,IV,,ريد,فعل,IV,NOMINATIVE,IV,MASAQ:50111,Full,Certificate,28:19:12,
أَتُرِيدُونَ,أتريدون,FIIL,IV,,ريد,فعل,IV,NOMINATIVE,IV,MASAQ:11600,Full,Certificate,4:88:10,
أَتُعَلِّمُونَ,أتعلمون,FIIL,IV,,علم,فعل,IV,NOMINATIVE,IV,MASAQ:67076,Full,Certificate,49:16:2,
أَتُمِدُّونَنِ,أتمدونن,FIIL,IV,,دون,مفعول,IV,NOMINATIVE,IV,MASAQ:49097,Partial,Hypothesis,27:36:5,
أَتُنَبِّئُونَ,أتنبئون,FIIL,IV,,نبء,فعل,IV,NOMINATIVE,IV,MASAQ:26748,Full,Certificate,10:18:16,
أَتُهْلِكُنَا,أتهلكنا,FIIL,IV,,هلك,فعل,IV,NOMINATIVE,IV,MASAQ:21762,Full,Certificate,7:155:18,
أَتُوبُ,أتوب,FIIL,IV,,توب,فعل,IV,NOMINATIVE,IV,MASAQ:2882,Full,Certificate,2:160:7,
أَتِمُّوا,أتموا,FIIL,CV,,تمم,فعل,CV,INVARIABLE,CV,MASAQ:3483,Partial,Hypothesis,2:187:44,
أَتَّبِعُ,أتبع,FIIL,IV,,تبع,فعل,IV,NOMINATIVE,IV,MASAQ:17057,None,Certificate,6:50:17,
أَتَّبِعُكَ,أتبعك,FIIL,IV,,تبع,فعل,IV,NOMINATIVE,IV,MASAQ:38775,Partial,Hypothesis,18:66:5,
أَتَّبِعْهُ,أتبعه,FIIL,IV,,تبع,فعل,IV,JUSSIVE,IV,MASAQ:50650,Partial,Hypothesis,28:49:10,
أَتَّخَذْتُمْ,أتخذتم,FIIL,PV,,تخذ,فعل,PV,INVARIABLE,,MASAQ:1299,Partial,Hypothesis,2:80:9,
أَتَّخَذْنَاهُمْ,أتخذناهم,FIIL,PV,,تخذ,فعل,PV,INVARIABLE,,MASAQ:59123,Partial,Hypothesis,38:63:1,
أَتَّخِذُ,أتخذ,FIIL,IV,,تخذ,فعل,IV,NOMINATIVE,IV,MASAQ:16463,None,Certificate,6:14:4,
أَتَّخِذْ,أتخذ,FIIL,IV,,تخذ,فعل,IV,JUSSIVE,IV,MASAQ:46820,None,Certificate,25:28:4,
أَتْبَعَ,أتبع,FIIL,PV,,تبع,فعل,PV,INVARIABLE,,MASAQ:39069,Full,Certificate,18:89:2,
أَتْرَابٌ,أتراب,ISM_MUARAB,NOUN_ABSTRACT,,ترب,إفعال,,NOMINATIVE,ADJ,MASAQ:59051,Full,Certificate,38:52:4,
أَتْرَابَاً,أترابا,ISM_MUARAB,NOUN_CONCRETE,,ترب,إفعال,,ACCUSATIVE,ADJ,MASAQ:69337,Full,Certificate,56:37:2,
أَتْقَاكُمْ,أتقاكم,ISM_MUARAB,ADJ_COMP,,تقو,فعل,,NOMINATIVE,PART_COP_PRED,MASAQ:67025,Full,Certificate,49:13:16,
أَتْقَنَ,أتقن,FIIL,PV,,تقن,فعل,PV,INVARIABLE,,MASAQ:49769,Full,Certificate,27:88:12,
أَتْلُ,أتل,FIIL,IV,,ءتل,فعل,IV,JUSSIVE,IV,MASAQ:19006,None,Certificate,6:151:3,
أَتْلُوَ,أتلو,FIIL,IV,,تلو,فعل,IV,ACCUSATIVE,IV,MASAQ:49818,None,Certificate,27:92:2,
أَتْمَمْتَ,أتممت,FIIL,PV,,تمم,فعل,PV,INVARIABLE,,MASAQ:50265,Full,Certificate,28:27:15,
أَتْمِمْ,أتمم,FIIL,CV,,تمم,فعل,CV,INVARIABLE,CV,MASAQ:72726,None,Certificate,66:8:36,
أَثَاثَاً,أثاثا,ISM_MUARAB,NOUN_CONCRETE,,ثوث,أفعل,,ACCUSATIVE,CONJ_N,MASAQ:35469,Full,Certificate,16:80:22,
أَثَارَةٍ,أثارة,ISM_MUARAB,NOUN_ABSTRACT,,ثير,أفعل,,GENITIVE,CONJ_N,MASAQ:65065,Full,Certificate,46:4:24,
أَثَامَاً,أثاما,ISM_MUARAB,NOUN_ABSTRACT,,ثوم,أفعل,,ACCUSATIVE,OBJ,MASAQ:47272,Full,Certificate,25:68:22,
أَثَرِ,أثر,ISM_MUARAB,NOUN_ABSTRACT,,ءثر,فعل,,GENITIVE,PREP_OBJ,MASAQ:41183,Full,Certificate,20:96:10,
أَثَرِي,أثري,ISM_MUARAB,NOUN_ABSTRACT,,ءثر,فعل,,GENITIVE,PREP_OBJ,MASAQ:41031,Full,Certificate,20:84:5,
أَثُمَّ,أثم,HARF,CONJ,,ءثم,فعل,,INVARIABLE,CONJ,MASAQ:27340,None,Certificate,10:51:1,
أَثِيمٍ,أثيم,ISM_MUARAB,ADJ_QUALIT,,ثيم,فعل,,GENITIVE,ADJ,MASAQ:5825,Full,Certificate,2:276:11,
أَثِيمَاً,أثيما,ISM_MUARAB,ADJ_QUALIT,,ثيم,فعل,,ACCUSATIVE,ADJ,MASAQ:12108,Full,Certificate,4:107:14,
أَثْخَنْتُمُوهُمْ,أثخنتموهم,FIIL,PV,,ثخن,فعل,PV,INVARIABLE,,MASAQ:65717,Partial,Hypothesis,47:4:9,
أَثْقَالَكُمْ,أثقالكم,ISM_MUARAB,NOUN_CONCRETE,,ثقل,إفعال,,ACCUSATIVE,OBJ,MASAQ:34393,Full,Certificate,16:7:2,
أَثْقَالَهَا,أثقالها,ISM_MUARAB,NOUN_CONCRETE,,ثقل,إفعال,,ACCUSATIVE,OBJ,MASAQ:77415,Full,Certificate,99:2:3,
أَثْقَالَهُمْ,أثقالهم,ISM_MUARAB,NOUN_ABSTRACT,,ثقل,إفعال,,ACCUSATIVE,OBJ,MASAQ:51431,Full,Certificate,29:13:2,
أَثْقَالِهِمْ,أثقالهم,ISM_MUARAB,NOUN_ABSTRACT,,ثقل,إفعال,,GENITIVE,GEN_CONS,MASAQ:51434,Full,Certificate,29:13:5,
أَثْقَلَتْ,أثقلت,FIIL,PV,,ثقل,فعل,PV,INVARIABLE,,MASAQ:22455,Full,Certificate,7:189:20,
أَثْمَرَ,أثمر,FIIL,PV,,ثمر,فعل,PV,INVARIABLE,,MASAQ:18007,Full,Certificate,6:99:37,
أَجَبْتُمُ,أجبتم,FIIL,PV,,جبب,فعل,PV,INVARIABLE,,MASAQ:50883,Partial,Hypothesis,28:65:5,
أَجَزِعْنَا,أجزعنا,FIIL,PV,,جزع,فعل,PV,INVARIABLE,,MASAQ:33222,Partial,Hypothesis,14:21:28,
أَجَعَلَ,أجعل,FIIL,PV,,جعل,فعل,PV,INVARIABLE,,MASAQ:58588,None,Certificate,38:5:1,
أَجَعَلْتُمْ,أجعلتم,FIIL,PV,,جعل,فعل,PV,INVARIABLE,,MASAQ:24231,Full,Certificate,9:19:1,
أَجَعَلْنَا,أجعلنا,FIIL,PV,,جعل,فعل,PV,INVARIABLE,,MASAQ:63780,Partial,Hypothesis,43:45:8,
أَجَلٌ,أجل,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,NOMINATIVE,PASS_SUBJ,MASAQ:17259,Full,Certificate,6:60:13,
أَجَلٍ,أجل,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,GENITIVE,PREP_OBJ,MASAQ:5913,Full,Certificate,2:282:8,
أَجَلَ,أجل,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,SUBJ_COP_PART,MASAQ:51319,Full,Certificate,29:5:7,
أَجَلَاً,أجلا,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,OBJ,MASAQ:16292,Full,Certificate,6:2:8,
أَجَلَنَا,أجلنا,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,OBJ,MASAQ:18507,Full,Certificate,6:128:19,
أَجَلَهَا,أجلها,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,OBJ,MASAQ:33710,Full,Certificate,15:5:5,
أَجَلَهُ,أجله,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,OBJ,MASAQ:4692,Full,Certificate,2:235:34,
أَجَلَهُنَّ,أجلهن,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,ACCUSATIVE,OBJ,MASAQ:4496,Full,Certificate,2:231:5,
أَجَلُهَا,أجلها,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,NOMINATIVE,AGNT,MASAQ:72026,Full,Certificate,63:11:7,
أَجَلُهُمْ,أجلهم,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,NOMINATIVE,AGNT,MASAQ:19796,Full,Certificate,7:34:6,
أَجَلُهُنَّ,أجلهن,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,NOMINATIVE,SUBJ,MASAQ:72382,Full,Certificate,65:4:17,
أَجَلِهِ,أجله,ISM_MUARAB,NOUN_ABSTRACT,,—,حرف جواب,,GENITIVE,PREP_OBJ,MASAQ:5991,Full,Certificate,2:282:86,
أَجِئْتَنَا,أجئتنا,FIIL,PV,,ءجء,فعل,PV,INVARIABLE,,MASAQ:20448,Partial,Hypothesis,7:70:2,
أَجِدَ,أجد,FIIL,IV,,جدد,فعل,IV,ACCUSATIVE,IV,MASAQ:74365,None,Certificate,72:22:9,
أَجِدُ,أجد,FIIL,IV,,جدد,فعل,IV,NOMINATIVE,IV,MASAQ:18854,None,Certificate,6:145:3,
أَجِنَّةٌ,أجنة,ISM_MUARAB,NOUN_CONCRETE,,جنن,فعل,,NOMINATIVE,PRED,MASAQ:68391,Full,Certificate,53:32:21,
أَجِيبُوا,أجيبوا,FIIL,CV,,جيب,فعل,CV,INVARIABLE,CV,MASAQ:65567,Full,Certificate,46:31:2,
أَجَّلْتَ,أجلت,FIIL,PV,,—,حرف جواب,PV,INVARIABLE,,MASAQ:18509,Full,Certificate,6:128:21,
أَجْرٌ,أجر,ISM_MUARAB,GERUND,,ءجر,فعل,,NOMINATIVE,SUBJ,MASAQ:9145,Full,Certificate,3:172:14,
أَجْرٍ,أجر,ISM_MUARAB,GERUND,,ءجر,فعل,,ACCUSATIVE,OBJ,MASAQ:27688,Full,Certificate,10:72:6,
أَجْرَ,أجر,ISM_MUARAB,GERUND,,ءجر,فعل,,ACCUSATIVE,OBJ,MASAQ:9130,Full,Certificate,3:171:10,
أَجْرَاً,أجرا,ISM_MUARAB,GERUND,,ءجر,فعل,,ACCUSATIVE,OBJ,MASAQ:10660,Full,Certificate,4:40:14,
